text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
"Not really. Someones beliefs in politics or religion wont give them a virus that can kill them. Covid does that. Vaccine prevent that. Coles had a number of vaccinations to go to school and college, so wheres all the detrimental affects then?",0.34,0.66,Negative,,,,p,,p
Nope. You dont have to play college sports - therefore the college can require a vaccine without liability.,0.44,0.56,Negative,,,,p,,p
"Just embarrassing how unwilling young people have been to step to the plate. Now presumably, college vaccine mandates will help.",0.51,0.49,Positive,,,,p,,p
"Regardless of how athletes feel about the vaccine, they have to understand what theyre risking by not getting it, writes .One positive test, at any time, could ensnare others and wreck historic seasons.",0.41,0.59,Negative,,,,p,,p
So you have a 18 year old going to college and many colleges are demanding the vaccine. What do you do?,0.00,1.00,Negative,,,,a,,a
"To enjoy an uninterrupted fall sports season...teens and college students should get their two-dose series of Pfizer COVID-19 vaccine by June 27th, to be fully vaccinated by the Aug. 1 practice date. Schedule today at",1.00,0.00,Positive,,,,p,,p
"Last year also face same problems .. no college no tution, no library, no books, no notes and also no vaccine #openbookexam #onlineexams2021 1st year k practical exam hone k badh bhi , Bina marks ki markshit de di hame kis glti ki saza milti hai.",0.61,0.39,Positive,,,,u,,u
"How did he not comply with Covid protocols? He cannot force his players to get the vaccine. Do your research. It can take up to 18 months for a college to get the approval to REQUIRE a Covid vaccine, and then there are religious and medical exemptions.",1.00,0.00,Positive,,,,a,,a
"Moraine Valley Community College is teaming up with Cook County to host five COVIID-19 vaccine clinics, starting June 22. Walk-ins welcome.",1.00,0.00,Positive,,,,p,,p
"#e_RadioUS Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening",0.00,1.00,Negative,,,,p,,p
"Ay, oh, way to go, Ohio. With the recent SCOTUS ruling, red states are slipping no-trans clauses into their bills allowing college athletes to profit from playing &amp; fast tracking them.",1.00,0.00,Positive,,,,u,,u
"Every 11 oclock : Merkel mixes Covid vaccine: the first shot of AstraZeneca, the second shot of Modena; Jiangxi, Ningxia 2021 college entrance examination scores announced; Kansino Bio-Hong Kong stocks suspended for trading :",0.00,1.00,Negative,,,,u,,u
Makes me very thankful I was born in the 1950s and never had to put up with any of this nonsense until I was 70 years old. Bonus.. my career is finished so I dont have to politically correct kiss-ass just to find a job or get a vaccine or vaccine passport for college entrance.,0.73,0.27,Positive,,,,a,,a
NC St. coach: CWS talk only amid COVID issues - via App This is a health &amp; wellness issue not a political one. Following the science and showing leadership on this issue could have allowed his full team to play longer. Hard to feel sorry for him.,0.66,0.34,Positive,,,,p,,p
Yall dont find it suspect that theyre PAYING people and giving away free FULL RIDE college scholarships for getting that vaccine. Mmmm yeah yall go ahead and get that Ill sitting back observing lol,0.82,0.18,Positive,,,,a,,a
"Further, I don\t think A-level and college students would appreciate being referred to as kids. Also, you state that Downing Street is offering the vaccine. So, there doesn\t seem to be any compulsion by The Govt here!",1.00,0.00,Positive,,,,p,,p
Im probably going to have to take a vaccine to go to college next semester. What do you think would fuck me up the least? I dont like the mrna ones but the J&amp;J was the one that was being halted for side effects.,0.00,1.00,Negative,,,,a,,a
"Mumbai vaccine scam: Fourth FIR lodged, sixth accused arrested for holding unauthorised camp in Borivali college || SnowflakeYT || ig_sfg || SnowflakeYT || Sonu8726",0.00,1.00,Negative,,,,u,,u
Most of those college athletes are getting a top tier education for free. I agree they should also be paid but getting a vaccine seems pretty easy for someone not paying a Fortune to go to school while also doing the thing they love. Get a life,1.00,0.00,Positive,,,,p,,p
19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna VaccineSimone Scott underwent a heart transplant one month after developing what her doctors believe was myocarditis following her second dose of Moderna.,0.00,1.00,Negative,,,,a,,a
No mandatory Covid vaccines for our service members!! College isnt the only place pushing this experimental non FDA approved potentially life threatening vaccine!!,0.33,0.67,Negative,,,,a,,a
"FREE COVID Vaccine Clinic on Wednesday, July 7th from 10 am to 1:30 pm. All students, employees and community 18 + welcome.Register today! #covid_19 #vaccine #health #student #community",1.00,0.00,Positive,,,,p,,p
NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs - ABC NewsAccidentally on purpose,0.40,0.60,Negative,,,,u,,u
"Same here. And yes, absolutely shit. Im considering buying some FFP2s for R to use. Shes too young for the vaccine, and though shes had Covid already, Im not confident her immunity will be enough to protect her for the 45 mins each way on a train to college every day",0.45,0.55,Negative,,,,p,,p
"I have a question - why on earth is anyone going to take medical advice from you?I mean, the reason youre confused by vaccine science is because you werent very successful at school/college",0.00,1.00,Negative,,,,u,,u
So you offer a free college course as a prize for getting the vaccine? That seems to cost a lot more expensive than a $20 game ticket and a $1 piece of plastic.,1.00,0.00,Positive,,,,u,,u
"serious mismanagement in vaccine administration in the villages of assam. People of Soneswar, near puthimari college are worst affected",0.00,1.00,Negative,,,,u,,u
nothing better than owning the repugs with some rules . . .,0.00,1.00,Negative,,,,u,,u
Some error!,0.00,1.00,Negative,,,,u,,u
Can I get some prayers for my high school aged daughter who had a problem with her heart about 2 years ago and now she is being forced to take the vaccine because she wants to take college level courses and the local colleges are forcing all students to take the vaccine.,0.00,1.00,Negative,,,,a,,a
Lets collect ideas to battle vaccine hesitancy. Here is the Michigan approach: Gov. Whitmer unveiled a $5 m initiative that will offer college scholarships &amp; cash prizes to vaccinated residents. Ideas?,0.40,0.60,Negative,,,,p,,p
This is the truth!! So far only 40.6% of College Students have received one dose of Vaccine! What about rest? When will they receive next dose? And yet they should write Offline exams! Pls explain logic behind your decision!#CancelOddSemExams,0.77,0.23,Positive,,,,p,,p
"Wolf vetoes ban on governmental, college vaccine passports",0.00,1.00,Negative,,,,u,,u
"No, they vaxed the elite girls too! Guardian Australia understands a private girls school, with a large number of boarders, has also been given access by NSW Health to the Pfizer vaccine, while most under-40s in Australia are ineligible.",0.34,0.66,Negative,,,,p,,p
"Hi its literally not more dangerous to get the vaccine for young people. As a young person who\s gotten the vaccine, who\s had many many young friends and family get the vaccine. Some of the covid variants have killed a ton of college aged kids. The vaccine hasn\t.",0.57,0.43,Positive,,,,p,,p
"This shows you how off the rails this thing has gone when a life-saving vaccine is now assumed to be part of the political polarization discourseIf athletes won\t get vaccine, this College World Series disaster is going to keep happening",0.00,1.00,Negative,,,,p,,p
"Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening. Regarding Athletics - vaccination avoids disruption and disappointment - athletes make sure you know what the consequences are when you make your choice",0.17,0.83,Negative,,,,p,,p
My daughter wont be able to do the course she really wanted to at college because she needs to get the vaccine and I dont want her getting it.,0.00,1.00,Negative,,,,a,,a
"Also every college is adding it to mandatory vaccine list for students. So no military, no high education. I would say theres always McDonalds, but Im sure most private will also require it.",1.00,0.00,Positive,,,,a,,a
"This is why they could never form a vaccine for the common cold (which is a corona virus) was taught this in undergraduate classes in college. Yet, the woke/media/tech/bug pharm seem to be painfully absentminded of such knowledge. Its a grift. Its gaslighting.",0.00,1.00,Negative,,,,a,,a
The data continues to come in showing why getting a Covid-19 vaccine is so important! #bbn #GetVaccinated #COVIDVaccination #college #COVID19,1.00,0.00,Positive,,,,p,,p
Could this explain why so many young men (not all) who roll out of these exclusive schools emerge with such an entitled outlook on the world? #VaccineStrollout,1.00,0.00,Positive,,,,u,,u
"Not that it would persuade the antivaxx fake rebels but still... The smallpox vaccine was suspected of doing harm too, of being too novel blah blah blah.Smallpox in Two Boys%E2%80%94+A+Vaccine+History+Project+of+The+College+of+Physicians+of+Philadelphia",0.18,0.82,Negative,,,,p,,p
"Ohhhh! So when Hazzard said the vaccine rollout is the Hunger Games, he meant that the St Josephs students were the Capitol!",0.00,1.00,Negative,,,,u,,u
"The measure split both legislative chambers along party lines last month, and Gov. Tom Wolf had previously said he would veto the proposal.",1.00,0.00,Positive,,,,u,,u
The entire first year medical school class at the College of Medicine in Phoenix has been exposed to COVID19. They have all received an email telling them this. The email only suggests masking and vaccine because their university has been banned from public health measures.,0.00,1.00,Negative,,,,u,,u
Win $1MIL after getting the COVID-19 vaccine?! Summer Cash &amp; Cash 4 College rules - 18+ are entered into 4 drawings to win $1 million &amp; under 18 are entered into 4 drawings to win Cash 4 School. Find a spot to get your shot &gt;,1.00,0.00,Positive,,,,u,,u
"my doctor told me not to get the second dose of the vaccine bc my heart is already not normal and one dose is good enough, but i still want to get it in case my college requires it and ill feel safer",0.66,0.34,Positive,,,,p,,p
The Guardian reported there is also a private girls school who had students vaccinated. How good is being in a Liberal crony state ....... #auspol,1.00,0.00,Positive,,,,u,,u
"Pa. Gov. Tom Wolf vetoes ban on government, college vaccine passports",0.00,1.00,Negative,,,,u,,u
"Vaccination centers for 18-44 age group: 1. Chanchalguda Govt Jr. College (Charminar) - Pin: 500036Vaccine: COVISHIELD. Cost: Free Total 1300 slots are available on Jul 01 (Dose1: 1300, Dose2: 0) CoWin:",1.00,0.00,Positive,,,,p,,p
"Adult Topic, Antivaxer College students and above Is there any material out there that you have found extremely useful to explain what a virus is, how a vaccine works at a middle school reading level?",1.00,0.00,Positive,,,,a,,a
"Coach refusing to say whether covid positive players were unvaccinated, or even whether he himself is vaccinated.",0.57,0.43,Positive,,,,p,,p
NOW: announces new statewide vaccine incentive MI Shot to Win Sweepstakes -Any vaccinated Michigander can enter to win-Prizes include $5M in cash and college scholarships -Currently 62% of Michiganders have received at least one dose,1.00,0.00,Positive,,,,u,,u
Have a student going back to a college campus that is saying the covid vax will be mandatory? Here is a strategy to avoid it:,0.37,0.63,Negative,,,,a,,a
We think these mandates are unethical...indiscriminately require administering an experimental biological agent in setting of a clinical investigation to a population that is at greater risk of harm from the drug than from #COVID19,0.31,0.69,Negative,,,,a,,a
"Vaccine status has been required for everything from daycares to college dorms. Grow up and stop being such a selfish, melodramatic princess.",0.00,1.00,Negative,,,,p,,p
": Vaccination centers for 18-44 age group: 1. Mumtaz College Akberbagh (Saidabad) - Pin: 500059Vaccine: COVAXIN. Cost: Free Total 300 slots are available on Jul 06 (Dose1: 300, Dose2: 0) CoWin:",1.00,0.00,Positive,,,,p,,p
WHY IS THIS DANGEROUS VACCINE MANDATORY FOR COLLEGE STUDENTS IN NY?!?!This is aDangerous experiment!!,0.28,0.72,Negative,,,,a,,a
"Sir, i would like to inform you that in GSVM Medical College vaccine centre , the people who have booked the slots and went to get vaccinated are being denied and those who have not booked the slots they are being vaccinated by taking Rs.250 from each",0.47,0.53,Negative,,,,p,,p
Gladys Does An OoopsNSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.40,0.60,Negative,,,,u,,u
Am in the US dropping Arin off to college. Things have opened up significantly due to greater than 70% vaccine doses in many states like NYC and California. I see a way forward for the planet. What do you think?,1.00,0.00,Positive,,,,p,,p
"Broke college student who is homeless! I could use any help, Im crashing at my boyfriends and am waiting to get on unemployment, but got the vaccine and have complications following it. I need groceries and essentials thank you $laurenelixabeth! #CashAppForHotties",0.60,0.40,Positive,,,,u,,u
The first COVID-19 vaccine lottery winners have been announced:$1 million- Shelly Wireman from Winston-Salem. Shes a teacher.$125K scholarship- Vanya Martinez. She is 14 and just started a summer job to save for college,1.00,0.00,Positive,,,,u,,u
A Republican-crafted bill to ban so-called COVID-19 vaccine passports and restrict the health secretarys actions during health emergencies is dead after a veto by Gov. Tom Wolf.,0.00,1.00,Negative,,,,u,,u
"You and I both know thats not a measurable stat. If you have the vaccine and get it, your symptoms are less therefore youre not going to get a test. Also this isnt a year ago, people dont need tests to go do everyday tasks nowAsk people like Chris Paul. Or college WS",1.00,0.00,Positive,,,,p,,p
How College COVID Vaccine Mandates Put Students In Danger - none of the schools whose published criteria we have examined include the most elementary medical ground of all: natural immunity from a previous COVID infection,0.42,0.58,Negative,,,,a,,a
She had to challenge some un-quaker behavior:,1.00,0.00,Positive,,,,u,,u
Well we now know who wins the vaccine Hunger Games in NSW eh ? Its wealthy and privileged teenagers at St Josephs. Game over. Sick.NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.73,0.27,Positive,,,,p,,p
"1/ How College COVID Vaccine Mandates Put Students In Danger: The excessively narrow medical exemptions for COVID vaccine mandates at many colleges put students at unnecessary risk of serious complications, including hospitalization and death.",0.00,1.00,Negative,,,,a,,a
"In less than a hour, we will know the winners of the Summer Cash Drawing and Summer Cash 4 College Drawings!",1.00,0.00,Positive,,,,u,,u
COVID-19 College Vaccine Challenge | The White House no surprise here,0.42,0.58,Negative,,,,u,,u
My college is Humber which falls under covid readiness list and am fully vaccinated with astra zenca vaccine from india. My college still forcefully says. I have to quarantine wheather am vaccinated or not. Why it is so?,1.00,0.00,Positive,,,,p,,p
"Gov. Tom Wolf vetoes ban on governmental, college vaccine passports #SmartNews",0.00,1.00,Negative,,,,u,,u
"Centennial College, Progress Campus in Scarborough [Toronto health unit]410 1st dose spots addedFirst available date is 2021-07-05Book at",1.00,0.00,Positive,,,,p,,p
But hey money and free college,1.00,0.00,Positive,,,,u,,u
No actual words St Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs,0.00,1.00,Negative,,,,p,,p
Kathleen I happen to believe it is reckless behavior to not accept the vaccine. I also believe parents can intervene when college aged kids are acting stupidly. You have seen the beast close up. Are you relying on serendipity for this pandemic to end?,0.00,1.00,Negative,,,,p,,p
"Unlike in #Alabama, Michigan Gov. Whitmer announced the MI Shot to Win Sweepstake, outlining a lottery-style raffle that will give vaccinated Michiganders a shot at about $5M in cash prizes and a combined total of nearly $500,000 in college scholarships.",1.00,0.00,Positive,,,,u,,u
"Wednesday, June 30 is the last day to get your free COVID-19 vaccine at Diablo Valley College in Pleasant Hill and San Ramon. Cant make it? Visit",1.00,0.00,Positive,,,,p,,p
Column: Can college football help COVID vaccine division? - Los Angeles Times,1.00,0.00,Positive,,,,u,,u
All students who have uploaded their vaccine status to CoVerified OR have obtained a waiver from the College by August 1st will be entered into a lottery to win FREE BOOKS for the Fall 2021 semester.,1.00,0.00,Positive,,,,u,,u
First of all COVID is real but the vaccine is not working. A college baseball team got the full vaccine and they tested positive for COVID,1.00,0.00,Positive,,,,a,,a
"Graduate Student Tells RFK, Jr. How She Took on Her Schools COVID Vaccine Policy and Won Childrens Health Defense",1.00,0.00,Positive,,,,u,,u
I have a degree and I took a college course on pandemics. Its common knowledge that the polio vaccine eradicated polio. What the hell are you even on about,0.00,1.00,Negative,,,,p,,p
"Study: 10-Month Delay Of Second AstraZeneca Dose Enhances ImmunityA Trinity College Dublin professor says the Oxford study indicates that shortening AstraZenecas dosing interval will likely reduce, rather than enhance, vaccine effectiveness.",0.00,1.00,Negative,,,,u,,u
Its too late to apologise Ive got a friend eligible for Pfizer who couldnt get it and desperately needs it to visit her dying sister. - NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.59,0.41,Positive,,,,p,,p
#pfizer vaccine is in short supply. Why should only rich kids from an elite school get the jab ahead of Indigenous? #NSWHealth apologises after 163 St Josephs College students receive #Pfizer COVID-19 vaccine jabs - News Teachers are outraged.,0.61,0.39,Positive,,,,p,,p
Ive looked at everything on both sides of this. Its almost impossible not to when your wife is in the medical field and was a college teacher. Again...The creator of mRNA vaccine tech says its dangerous. That should be enough,0.00,1.00,Negative,,,,a,,a
This was no mistake. Far from it.This is Liberal Australia.#auspol #nswpoll #COVID19nsw,1.00,0.00,Positive,,,,u,,u
Vaccine program leads to rise in applicants for mock college entrance exam,0.00,1.00,Negative,,,,u,,u
"Finally my parents got first dose of the Sinopharm Covid vaccine after staying on the queue for almost 7 hours from 8:45am to 4:00pm today at Vidyaloka College, Galle. Hope the next one will be hassle free compared to this one",1.00,0.00,Positive,,,,p,,p
Please work on a standalone bill that bars colleges that accept funding from requiring the COVID-19 vaccine. Thousands of PA college students are being forced in precarious situations.,0.62,0.38,Positive,,,,a,,a
"In our college ,the foreign student get the vaccine at the most first compare to the medical staff in our campus hospital, you should contact your college manager soon to solve it",1.00,0.00,Positive,,,,p,,p
"Outrageous and outraged. Once again privilege and wealth before all else, when aged care and front line workers cannot access any, including teachers. Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs",0.58,0.42,Positive,,,,p,,p
Even Meghalaya govt. is deciding to reopen colleges and matter have been accorded TOPMOST PRIORITY. They are asking all college Principals to collect vaccine certificate of students and othet staffs. What about us?,1.00,0.00,Positive,,,,p,,p
"Im a disabled and chronically ill college student and I have a lot of friends in a similar place, including immunocompromised people who didnt gain immunity from the vaccine. These are the people who will get hurt by all of this nonsense. Im terrified for my friends.",0.28,0.72,Negative,,,,u,,u
"Likely nothing to something v mild for 24 hrs, Alex. Kings College study showed the vast majority (95%+) who had 3+ days of symptoms post 1st vaccine had tested positive for Covid earlier in the pandemic. 2nd jab reactions then zero to minor. I had same response as you to 1st",1.00,0.00,Positive,,,,u,,u
Stock: $PFE - Pfizer Inc*** NEWS ***NSW Health admits error saw students at St Josephs College offered Pfizer vaccine early,0.45,0.55,Negative,,,,u,,u
Had no clue that was a thing.I know North Carolina College baseball team Had to forfeit this weekend because 4 VACCINATED players tested positive.Why are they testing vaccinated people? I thought the vaccine was the cure,0.00,1.00,Negative,,,,p,,p
Im sure there are a lot of Public Schools with First Nation students who are eligible for the Pfizer vaccine that would appreciate having NSW Healths error.,0.65,0.35,Positive,,,,p,,p
"So I visited the Kachgda Jr. College vaccine center today at 3pm to enquire If I can walk in tmrw &amp; if Gents were getting the shot, staff says thy dont know, thy receive instruction at 7.30 am deciding who to give it for the day. I mean WTH Man.. cc",0.00,1.00,Negative,,,,p,,p
"DONT MISS OUT! Have you gotten your FREE ticket to see The Chosen Few IN-PERSON Sat. Aug 28 at Kennedy King College?Its open to fully vaccinated people only, make sure youre vaxd before Aug 14.Register at",1.00,0.00,Positive,,,,p,,p
"Aged care workers, disability support workers, health professionals and the list goes on, have not yet had the opportunity to get vaccinated, butSt Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs",1.00,0.00,Positive,,,,p,,p
Looks like the rest of us are just 2nd class citizens to the wealthy cathloics and their government friend\s!!!NSW Health apologises for \error\ after St Joseph\s College students receive Pfizer COVID-19 vaccine jabs,0.74,0.26,Positive,,,,p,,p
"The reality is, we cant know. The vaccine is very new, the virus mutates, and most importantly, so far we have not let lose thousands of previously isolated college students on each other, and then locked them in poorly ventilated rooms for hours at a time.",0.68,0.32,Positive,,,,u,,u
"I wonder how many First Nation 16 - 19 year olds in the NSW State High Schools have been prioritised for Pfizer #COVID19nsw vaccination? Im thinking zero, happy to be corrected.",1.00,0.00,Positive,,,,p,,p
"One well be discussing tonight, via :St Josephs College in Hunters Hill received 160 Pfizer COVID-19 vaccine jabs",1.00,0.00,Positive,,,,p,,p
My daughter is in college and got a job for a temp agency. She has been working remote for the dept of health helping schedule vaccine appointments. When she first started they told her the job would continue after that contract ended doing...guess what?,1.00,0.00,Positive,,,,u,,u
"In NY theyve been bribing people with cheeseburgers, Yankee tickets and free college. It someone doesnt want the vaccine, leave the free American alone!",0.61,0.39,Positive,,,,a,,a
why the vaccine is not available in sn college in bhayander east and ashirvad why they are no starting the vaccination in Bhayandar east for age group 18-44,0.00,1.00,Negative,,,,p,,p
Surely there are numerous public schools with similar populations.... Wonder if they will get access..#audio #LNPCorruptionParty,1.00,0.00,Positive,,,,p,,p
College Students Suing Over State Universities Vaccine Mandates.Government and businesses ignoring students/employees with antibodies who had COVID and recovered.The elephant in the room is herd immunity and those who have antibodies.,0.00,1.00,Negative,,,,a,,a
"Reality is still setting in for recent Myrtle Grove Middle School grad Vania Martinez, who could not believe that she had won North Carolinas first Cash 4 College vaccine lottery.",1.00,0.00,Positive,,,,u,,u
"is a young American HERO WARRIOR. Her intelligence, courage, and Faith all wrapped up in bundle of Truth. We should ALL try to Emulate.",1.00,0.00,Positive,,,,u,,u
"Study: 10-Month Delay Of Second AstraZeneca Dose Enhances Immunity - CodeBlue: A Trinity College Dublin professor says the Oxford study indicates that shortening AstraZenecas dosing interval will likely reduce, rather than enhance, vaccine effectiveness.",0.00,1.00,Negative,,,,u,,u
New Podcast! Episode 215: Imperial College have misled the UK. The two most important questions to ask yourself to improve. on #covid #god #government #imperial #lock_down #pandemic #politicalcorrecntess #reality #vaccine #weaker,0.72,0.28,Positive,,,,u,,u
"The COVID-19 outbreak resulting in the abrupt end of N.C. State baseballs College World Series run shows the need for younger people to get vaccinated, Dr. Rachel L. Levine, a top federal health official said.",1.00,0.00,Positive,,,,u,,u
Great message but some people are not get vaccinated because they see what their leaders are saying about the vaccine and Covid. Im 20 I have advocated to my college peers some get swayed by Congress leaders! Politics cursed public health,1.00,0.00,Positive,,,,a,,a
"Get vaccinated AND win a bunch of money or a college scholarship? Yes, please!! Tell a friend!!!",1.00,0.00,Positive,,,,p,,p
#reopencoaching #reopenkotacoaching #Reopencolleges #reopencollege #reopenschool PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE.,1.00,0.00,Positive,,,,p,,p
No need to bring your license or photo ID if you want the Pfizer vaccine.. Just let them know you go to St Josephs College Year 12 or show your private school certificate which is enough to jump the queue!! #thedrum #COVID19nsw #COVID19Aus #COVID19Aus,0.32,0.68,Negative,,,,p,,p
There are lots of reasons to get vaccinated against #COVID19. Simpson College President Marsha Kelliher wants to benefit the entire #ONESimpson community.Tell us your reason for getting the vaccine at,1.00,0.00,Positive,,,,p,,p
We are in control of our own bodies. If youre at risk take the vaccine. Did your at risk friends take the vaccine? If not why not? We should take responsibility for our own body. Not be forced to take a drug. My nephew is young and cant graduate college without vaccine.,0.58,0.42,Positive,,,,a,,a
"Vaccine Clinic July 5-8th!Starting at 4pm and ending at 8pmBlue Mountain Community College311 N. Columbia Street Milton-Freewater, OR 97862$25 food/gas gift card",1.00,0.00,Positive,,,,p,,p
Gov. Gretchen Whitmer is expected to announce the launch of a the MI Shot to Win Sweepstakes -- a new incentive program to encourage more Michiganders to get vaccinated.,1.00,0.00,Positive,,,,u,,u
"How College COVID Vaccine Mandates Put Students In DangerThe excessively narrow medical exemptions for COVID vaccine mandates at many colleges put students at unnecessary risk of serious complications, including hospitalization and death.",0.00,1.00,Negative,,,,a,,a
"This AH, went to college, self authored 2 conspiracy books, was an awarded navy Veteran was dismissed for refusing a vaccine. Hes fully responsible for ALL of his actions.",0.47,0.53,Negative,,,,u,,u
"The #COVIDCollegeChallenge is soon coming to a close, but the journey to making a safe return to campus has just begun. More on how you can help protect Niner Nation",1.00,0.00,Positive,,,,p,,p
My College is closed to all students other than those with work outstanding . All teaching and support staff have been instructed to get a PCR test. Covid is on the ride again and the Government is planning on relaxing restrictions and scrapping the idea of vaccine permits - mad,0.76,0.24,Positive,,,,u,,u
An error health dept says Sydney private school students given Pfizer vaccine by mistake The NSW health dept says an error resulted in 163 year 12 students at 1 of Sydneys most expensive private schools being given the Pfizer vaccine.excerpt,0.00,1.00,Negative,,,,p,,p
"Now they\re calling it an error. What\s the bet that if someone pulled the threads they would discover someone called a favour from a mate or a mate of a mate? Buy or influence your way to anything, just add a bit of plausible deniability.",0.52,0.48,Positive,,,,p,,p
"ANTI VAXXERS. 49% of GOP men are anti vaccine, believe BIG LIE. Include narrow minded, white creationist evangelicals, rural Americans, MAGAts, those without college degrees, dont believe in science. Side Note 31% of US population has IQ under 100.",0.25,0.75,Negative,,,,p,,p
"Registration for the MA VaxMillions Giveaway will begin on July 1st! Vaccinated MA residents eligible to register to win five $1mil rewards, and ages 12-17 yrs old eligible to enter to win five $300k college scholarships!",1.00,0.00,Positive,,,,u,,u
"With your elite privileged network, how about getting to the bottom of entitled little angels jumping the Pfizer queue.",1.00,0.00,Positive,,,,p,,p
"Top story: Sydney private school students given Pfizer vaccine, despite under 40s being ineligible | New South Wales | The Guardian",1.00,0.00,Positive,,,,u,,u
"Also, fired my veterinarian because the in-my-face vet tech refused to mask or get a vaccine. She was wearing a stupid shield and they let her. Apparently, her 6 month community college certificate makes her smarter than scientists, physicians and epidemiologists.",0.25,0.75,Negative,,,,p,,p
An error. Wealthy schoolkids get top level vaccine long before any of their teachers - by mistake. The pigs are flying everywhere.,0.46,0.54,Negative,,,,p,,p
"IM 20 most of my age group and college peers complain about how the vaccine was to Fast. I think they should take their time with approval, because people will complain its way fast of an approval. Many said even if gets FDA approved they wont take it.",0.64,0.36,Positive,,,,a,,a
Everyone seems to forget that meningitis vaccine we had to get before coming to college apparently. They seem to forget having to send over our vaccination records,0.00,1.00,Negative,,,,p,,p
taloja law college name in PMC list for vaccination today. But at the centre they are saying no vaccine available.. We feel its a SCAM.. A big scam..,0.00,1.00,Negative,,,,u,,u
Join these Barton students in the #BartonVaccineChallenge! Get your shot and find out about the Colleges incentive program at,1.00,0.00,Positive,,,,p,,p
"#LNPCorruption Do U ever get so angry, screaming isnt enough? Sure, they didnt know! I call #nswcovid #GladysClusterfuk #NAIDOCWeek2021 NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs",0.14,0.86,Negative,,,,p,,p
"JUST IN: Pennsylvania governor vetoes ban on governmental, college vaccine passports",0.00,1.00,Negative,,,,u,,u
* A teen from #NassauCounty was among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice,1.00,0.00,Positive,,,,u,,u
"You just wait for the vaccineAnd anyway there is no compulsion for offline class, so do not oppose the opening of the college.",0.00,1.00,Negative,,,,u,,u
An error: health department says Sydney private school students given Pfizer vaccine by mistake | New South Wales | The Guardian #thedrum,0.00,1.00,Negative,,,,u,,u
An error. Is this current NSW govt rivalling the Bielke-Petersen one as the most corrupt in Australian history?An error: health department says Sydney private school students given Pfizer vaccine by mistake,0.00,1.00,Negative,,,,p,,p
Yes... An error.,0.50,0.50,Negative,,,,p,,p
could you please let me know which vaccine is offer today June 28 at Seneca college please? Thanks,1.00,0.00,Positive,,,,p,,p
"WTAF? Why has NSWGovt allowed a wealthy GPS private school, St Josephs, teenage students to receive PFIZER vaccines when priority Frontline workers, Aged Care, Disability Care residents &amp; workers had NOT &amp; still CANNOT get enough vaccine? #thedrum #auspol",1.00,0.00,Positive,,,,p,,p
How do you accidentally vaccinate 150 Private School Boys???NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.24,0.76,Negative,,,,p,,p
Doctors ask the government to do a better job with their handling of vaccines - more at,1.00,0.00,Positive,,,,u,,u
"And is that information easily harvestable to identify the most suitable vaccination centre based on where they live, underlying conditions, of they have a vaccine already, pps no. in terms college lists and can they actually forward them without consent?",0.38,0.62,Negative,,,,u,,u
then some colleges like my college are still asking us to book hotel for quarantine.....although we are fully vaccinated with approved vaccine?,1.00,0.00,Positive,,,,p,,p
"College Vaccination Mandates do not Violate Medical Ethics, a blog in to University Vaccine Mandates Violate Medical Ethics by Aaron Kheriaty &amp; Gerard V. Bradley in",0.45,0.55,Negative,,,,u,,u
"NEW: A Virginia college is mandating that vaccinated students wear a special lanyard at all times this fall, in order for them to be allowed to go maskless on campus.Latest for :",1.00,0.00,Positive,,,,u,,u
Bro thats why i mentioned college students not school students. They are above 18 and in HP most of them are vaccinated and teachers too as HP gov made it mandatory to vaccinate them all last month plus teachers. There is no shortage of vaccine here.,1.00,0.00,Positive,,,,p,,p
Entitlement! An error: health department says Sydney private school students given Pfizer vaccine by mistake,0.00,1.00,Negative,,,,p,,p
"Sydney private school students given Pfizer vaccine, despite under-40s being ineligible. #privilege",1.00,0.00,Positive,,,,p,,p
"contdTo say that vaccine required to attend X university or work at Y hospital... is abject violation of basic human rights... flies in the face of the social contract, as well as settled American jurisprudence.Proximally, one is free to attend different college.continues/",0.63,0.37,Positive,,,,a,,a
College jane wale swayam itne samajhdar to honge ki vaccine khud lagwa le (mr negative) DONT WORRY..,0.44,0.56,Negative,,,,u,,u
