"","text","word_scores","compound","pos","neu","neg","but_count"
"83","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 23-06-2021Age Limit: 45Available Capacity: 78Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"84","My 12 year old 2nd vaccine  was 19 June 2021  who can we participate in the lottery for young people college tuition?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"85","Parents of students in State College for the summer, your student can participate in the vaccine clinic being held on campus on Monday and Tuesday, June 28 and 29. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"86"," Try replacing them with these. Received mine today ","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"87","The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"88","I dont think that you should be forced to get the COVID19 vaccine to go to college, that wrong and something needs to be done about that, my body my choice!","{0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.75,0,0.819,0.181,0
"89","Not sure why no one is talking about this. They were canceling college athletics because of a very few cases dude to Covid yet an astronomical number caused by vaccine and silence. Not saying vaccine is bad but I know the below isnt good for sure ","{0, -0.481, 0, 0.444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.25, 0, 0, 0, 0, 0, 0, -2.109, 0, -1.443}",-0.771,0.05,0.771,0.179,1
"90"," Sir you cant start the college As the Delta variant has arrived Youre putting students lives in dangerous as the vaccine is not more effective against delta variant    ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, -1.77082, 0, 0, 0}",-0.707,0,0.821,0.179,0
"91","college could miss me with the vaccine requirements . ya not bouta make me get something that i dont want . fuck all ya","{0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 1.85, 0, 0}",0.257,0.107,0.787,0.106,0
"92","BS WHO said dont vaccinate children and college students... delta variant is a political ploy. and i see your going after red states... trying anything you can to force your experimental vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"93","Students sue Indiana University for requiring Covid vaccine. A college town in Springfield, Missouri cases are rising due to the more infectious Delta variant. They may have to shift patients to hospitals in other areas. More info: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"94","* Two from #LongIsland were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice ","{0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.142,0.858,0,0
"95","* Two from #SuffolkCounty were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice ","{0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.142,0.858,0,0
"96",", along with many other schools, is removing most restrictions for students with the Covid-19 vaccine. With #college #move-in being short months away, demand for vaccines continues for students. #dormmoving #dorm #collegemoving","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.954,0.046,0
"97","Students suing Indiana University over their vaccine mandate because its against their constitutional rights. Please tell me where in the constitution it says its a constitutional right to go to college?!?","{0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.215,0.087,0.852,0.062,0
"98","idk why these college and universities are making it mandatory for students to get this vaccine.","{-0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0}",-0.026,0.078,0.838,0.084,0
"99","  Also most of your understanding of COVID is based off the Alpha variant.  The Delta variant which is the dominant one targets younger adults.  As a college educated adult I took the vaccine because it is the smart thing to do.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0}",0.402,0.062,0.938,0,0
"100","Two public universities, two divergent approaches, one race to a common goal: Maximize vaccination of college studentsNOTE: University of Illinois at Urbana-Champaign requiring vaccination of all students returning to campus in fall 2021. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"101","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 471,986,Dose2 Capacity: 399,82,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"102","[BC] Hey #Vancouver!! Swing by Vancouver Community College for your vaccine and enjoy some live music! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0}",0.622,0.214,0.786,0,0
"103","Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes9) $100,000 scholarships. Visit ","{2.3, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.735,0.205,0.795,0,0
"104"," One of my friends daughters did have some myocarditis post vaccine. She recovered well anc is still very happy to have vaccine mediated virus protection as she returns to college.","{0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 2.993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.848,0.247,0.753,0,0
"105","Hey Vancouver! If you still need a first-dose COVID-19 vaccine, come by todays drop-in clinic to get your shot and enjoy some live music. Vancouver Community College - 1199 E 7th Avenue, Vancouver 9 a.m. to 6 p.m. 400 drop-in spots available ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.541,0.078,0.922,0,0
"106","My college is now giving people $150 of bookstore credit to get the vaccine.No one gave me cool deals when I got vaccinated in February! Especially not for my textbooks.","{0, 0, 0, 0, 1.4, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.764,0.219,0.781,0,0
"107","  im sorry u have to go through this! Senior hs &amp; freshman college are such memorable important years, I cant imagine having mine during the pandemic. Do u think vaccine delivery will improve soon enough for u to leave for school???","{0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, -0.2, 0, 0}",0.616,0.12,0.826,0.054,0
"108","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 24-06-2021Age Limit: 45Available Capacity: 96Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"109","Yes! Im so glad you said college students! Our college is gonna require students take the vaccine to return to campus and I dont want it! I already got covid! I needed the vax before I got covid lol ","{1.7, 0, 0, 2.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35}",0.883,0.225,0.749,0.026,0
"110","The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"111","I hope yall not taking the vaccine just to go back &amp; finish your schooling / college courses .. thats a big mistake .. real spill","{0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0}",0.128,0.099,0.819,0.082,0
"112","#partisanship As with almost everything else in America today, Biden-carried states are requiring college students to get vaccinated, Trumps states arent Guess who will have an upsurge in infections this fall?  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"113","   Shit , do you recommend some drug over vaccine which college did you graduate from  you are antivaaaaaaaax as simple as that","{0, -2.6, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0.092,0.775,0.133,0
"114"," Kindly reply to my tweet regarding the date of 2nd dose of Covaxin at Jorhat College. I took the vaccine on 20-06-2021 but it has come 22-06-2021 in the certificate. Kindly make the due correction. ","{0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0}",0.751,0.158,0.842,0,1
"115","What does this mean for thousands of college students being forced into taking the vaccine?  What does this mean for our collegiate athletes? How many students will have to die before the CDC acts in the interest of our children?  Maybe a gap year should be seriously considered. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0}",-0.73,0.053,0.784,0.163,0
"116","   Many people are being forced to get the vaccine to do many important things like work or finish college. The vaccine has actually killed many people  &amp; given many more health problems, including young people who wont be hurt by covid. You are ignorant &amp; rude","{0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, -3.5, 0, 0, 0, 0, 0, 0, 0, -1.97835, 0, 0, 0, 0, 0, 0, 1.776, 0, 0, 0, 0, -1.1, 0, -2}",-0.859,0.115,0.633,0.253,0
"117"," Do you know which vaccine will be administered at the Seneca College Newnham campus tomorrow June 24? Thanks!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.493,0.151,0.849,0,0
"118","The 10 winners of a full scholarship to a SUNY or CUNY college or university. These are young folks age 12-17 who got their first vaccine dose and entered the drawing. Final drawing next week. ","{0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.084,0.916,0,0
"119","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 476,1032,Dose2 Capacity: 409,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"120","Why are we forcing students (MS thru college) to get a vaccine that is proving itself to be harmful when they have great success rates against C19 CDC finds more cases of rare heart inflammation than expected after Covid vaccine shots  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.832,0.167,0.833,0,0
"121","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 476,1033,Dose2 Capacity: 409,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"122"," No Vaccine, No school/college, No exams.#VaccinationDrive is first &amp; top most priority for all ages.Give vaccine 2doses, open whatever you want.","{0, 0, 0, 0.888, 0, 0.888, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3}",0.596,0.276,0.724,0,0
"123","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 477,1034,Dose2 Capacity: 409,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"124","Likely never get vaccine via new Monmouth poll:35% conservatives26% Republicans25% men25% no college22% non-white21% all Americans20% white17% under 35 years old17% women14% college grads11% over 65 years old6% Democrats6% liberals","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.929,0.071,0
"125"," Transfer to trump univ. or some christian college that might not require vaccine. when you entered kidergarten, you were required to be vaccinated against, mumps,polio,rubella,measles,small pox, etc.. This is no different than kindergarten, except half the country is brainwashed.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.947,0.053,0
"126","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 477,1042,Dose2 Capacity: 410,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"127","Collin College is offering a COVID-19 vaccination clinic at the Collin Higher Education Center on Saturday, June 26, with the one-dose Johnson &amp; Johnson vaccine. No cost to participants. Open to the general public.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.937,0.062,0
"128"," why is this okay? maybe dont force people who actually need money into getting the vaccine because they dont want it but have to bc theres a chance for money. fund it into kids who need money for college coming out of this pandemic? or maybe homeless ppl?","{0, 0, 0, 0, 0.45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.111, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.523,0.087,0.891,0.022,1
"129","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 478,1043,Dose2 Capacity: 411,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"130","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 478,1046,Dose2 Capacity: 411,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"131","Want to win $1 million or a college scholarship in the #MassVaxMillions Giveaway? You must be fully vaccinated to be eligible. Registration begins July 1 and if you arent vaccinated, you cant win! Make a #COVID19MA vaccine appointment today: ","{0.3, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.072, 0, 0, 0, 0, 0, 0}",0.323,0.121,0.81,0.069,0
"132","  the vaccine b/c of all of the risks but her college forced her to get it.  She went on to sort of equate risk from Covid infection to risks of vaccine. This is supposedly a medical professional? Its just so hard to understand how so many walk around misinformed.","{0, 0, 0, 0, 0, 0, 0, 0, -0.55, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.232475, 0, 0, 0, 0, -1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.0395, 0, 0, 0, 0, 0, 0, 0, -2.4}",-0.931,0,0.735,0.265,1
"133","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 478,1048,Dose2 Capacity: 411,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"134","Companies arent the only ones facing a vaccine requirement conundrum. Colleges are facing a similar situation with students, and campuses are riskier due to the diversity of the population and living arrangements ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.34,0,0.928,0.072,0
"135"," Im a liberal Independent, majored in biology,  and took a mandatory flu vaccine before starting college in 1976, shortly after I turned 17, which damned near killed me.Even the CDC recommends that I NOT get the Covid vaccine, because of my life-threatening response to that one.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, -3.5, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.818,0.058,0.765,0.177,0
"136","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 478,1049,Dose2 Capacity: 411,84,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"137","We are doing this for every student, faculty, and staff member at our college. LCOOC is taking the pledge and committing to action. Get the COVID-19 vaccine. #WeCanDoThis #COVIDCollegeChallenge ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.044,0.956,0,0
"138","If you have questions about this event, contact Lee College HR at hr.edu. If you have questions about the vaccine itself, call the HCPH COVID-19 Vaccine Hotline at 832-927-8787.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"139","College students are also starting to balk at vaccine requirements set by their schoolsAs if students aren\t regularly required to get vaccines for meningitis, MMR, Tdap, chickenpox, hep B, polio...you know just to name a few.#collegelife","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"140","College students and workers around the country are also starting to balk at vaccine requirements set by their schools or employers.  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"141","   Guess you didn\t get vaccinated as a child or before going to college. That something is referred as a vaccine. Don\t get the chicken pox. Carry on.....","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"142","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 24-06-2021Age Limit: 45Available Capacity: 114Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"143","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 23-06-2021Age Limit: 45Available Capacity: 79Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"144","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 479,1064,Dose2 Capacity: 413,85,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"145","The college said some distinctions will be made between fully vaccinated and unvaccinated students, such as surveillance testing, wearing masks and studying abroad.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"146","What if getting your vaccine meant a full college scholarship? Could happen! Read more ! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"147","My son feels like hes having a heart attack 24/7, Follmer said. He now has high blood pressure, severe chest pains, back pain, elevated kidney levels, hypothyroidism, inflamed lymph nodes in different areas of his body, and he cant work or exercise.","{0, 0, 0, 1.5, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, -1.6, 0, -1.8, 0, -2.3, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.917,0.046,0.649,0.304,0
"148"," College students with internships having vaccine required","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"149","Vaccine for all aged 18+ at seven Kolkata centres St Xaviers College, Bidhan Sishu Udyan, Roxy cinema Esplanade,South City International School,Quest Mall,SSKM Hospital &amp;Sambhunath Hospital. Booking through Whatsapp-Bot.Other KMC centres are vaccinating only priority groups. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"150"," also FWIW shingles is an absolutely dreadful virus, and i had a professor in college who came down with a nasty case of it in his late 50s, and he terrified every single one of us in his class to get our shingles vaccine when our time comes. he really regretted not getting his!","{0, 0, 0, 0, 0, 0, 0, -2.193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.893, 0, 0, 0}",-0.932,0,0.785,0.215,0
"151"," Absolutely you are right. They should stop mandating Covid-19 vaccine for college students and grade school students. The entire Covid-19 vaccine program should be stopped. Too many dangerous side effects and death. This is Claire Gavrel","{0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9, 0, 0, -2.1, 0, 0, 0, -2.9, 0, 0, 0, 0}",-0.878,0,0.748,0.252,0
"152","Maybe Ill have my first dose of the vaccine by my birthday!! People 20+ can start applying after July 3rd, but since Im away at college and need to get it at my place of residence, I can only do it after I leave, but this is really cool, cant wait","{0, -0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 2.3895, 0, 0}",0.416,0.072,0.87,0.058,2
