"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"2444","  Its a good idea. Only Westminster College is listed on this site for Utah. I believe Rutgers was first to require the jab for on campus learning prior to the fall semester. ","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.083,0.917,0,0,1,0,0,"Positive"
"2445","    Call my thought ignorant if you want. I think it is more ignorant to go into a college playoff not getting the vaccine when it gives you a free pass on testing, plus protects you and those around you.","{0, 0, 0, 0, -1.1, 0, 0, 0.3, 0, 0, 0, 0, 0, -1.393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0}",0.341,0.149,0.754,0.097,0,0.605691056910569,0.394308943089431,0,"Positive"
"2446","   Buddy, its the same as getting a meningitis vaccine if you want to go to college. If you decide not to, the whole world isnt going to stop for you. Were going to move on and have fun with the people who believe in science and reason. Go make your own NCAA if you dont like it.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.11, 0}",0.523,0.104,0.863,0.034,0,0.753623188405797,0.246376811594203,0,"Positive"
"2447","  gentleman you may want to rethink your views on the vaccine so this doesnt happen to your team in the playoffs #BillsMafia.   ","{0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.056,0.944,0,0,1,0,0,"Positive"
"2448","Participating colleges and universities commit to taking three key actions to help get their campus communities vaccinated, and CMU is one of them. ","{0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.599,0.189,0.811,0,0,1,0,0,"Positive"
"2449","  Which vaccine we will get at Centennial college on June 27?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2450"," The vaccine shouldnt matter at this point in college athletics they shouldnt even be testing in the damn final 4","{0, 0, 0, 0, -0.074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0}",-0.416,0,0.834,0.166,0,0,1,0,"Negative"
"2451","College and University Policymakers: Employees and Students have a right to Decline COVID-19 Vaccine Without Coercion - Sign the Petition! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2452"," Please just offer the vaccine ASAP to the younger people who socialise most?  18 year olds just finished leaving cert will party all over summer and on to college  surely this makes sense ?","{0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0}",0.805,0.205,0.795,0,0,1,0,0,"Positive"
"2453"," Why would college kids at virtually no risk of a virus get a vaccine?","{0, 0, 0, 0, 0, 0, 0, 0, 0.814, 0, 0, 0, 0, 0, 0}",0.206,0.115,0.885,0,0,1,0,0,"Positive"
"2454","privileged ass white small town college students at Wesleyan starting and signing a petition to not have to get the COVID vaccine to attend in-person classes. hold on, i think you dropped your clown mask at the door","{1.9, -2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.153,0.068,0.849,0.083,0,0.450331125827815,0.549668874172185,0,"Negative"
"2455","    The vaccine is good, I dont think hes ever said its not. However, kids of this age are at almost no risk. The flu kills more college aged kids. It was great to get so those most at risk could get it to allow normalcy. The idea that we need to continue these policies is absurd","{0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.293, 0.53565, 0, -1.6, -2.5, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, -1.37835, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.169,0.151,0.708,0.141,0,0.517123287671233,0.482876712328767,0,"Positive"
"2456","My sons former College mate got the Delta Variant of Covid. Hes  27. My son said his friend was on a ventilator for several days and finally pulled through. Scary stuff.  Hed had one dose of the Pfizer vaccine as vaxxes are a little slow rolling out in Canada.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0.06,0.88,0.06,0,0.5,0.5,0,"Negative"
"2457","I can understand not wanting to get the vaccine based of concerns, however if your in the College World Series at the peak of your athletic career, why would you take any chance of being unavailable? #CWSOmaha","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0}",0.25,0.053,0.947,0,0,1,0,0,"Positive"
"2458","Why are people so shocked that its a requirement to get the vaccine to be able to be on a college campus like you werent required to your whole public school life?","{0, 0, 0, 0, -1.593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.024,0.071,0.855,0.074,0,0.489655172413793,0.510344827586207,0,"Negative"
"2459","I cannot wait to go back to performing live in front of an audience!Help ensure the health &amp; safety of our Columbia College community. We encourage students, faculty &amp; staff to get the COVID-19 vaccine heading into the Fall 21 semester.#WeAreCC ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.84,0.191,0.809,0,0,1,0,0,"Positive"
"2460"," -You have no idea who has or has not been vaccinated-The vaccinated can still get the virus-No one under 30 years old has any need for the vaccine unless they have a comorbidity, which is highly doubtful of a college athlete","{0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.693, 0, 0, 0, 0}",-0.598,0,0.891,0.109,0,0,1,0,"Negative"
"2461","Following the actual data and science.","{0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2462","Chris Paul got the vaccine and still missed 2 games of the Western Conference finals, but sure lets call out college kids not getting paid to play a game ","{0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0}",0.665,0.18,0.773,0.048,1,0.789473684210526,0.210526315789474,0,"Positive"
"2463","   People are getting full ride college scholarships and millions of dollars in vaccine lotteries. Were getting decks of cards and stickers ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2464","Back to my college after 1 year to get my vaccine  Thank you  and  Fully Vax! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0}",0.42,0.157,0.843,0,0,1,0,0,"Positive"
"2465","Vaccines may be free, but college isnt. The 5+% drop in FAFSA completion vs. 2020 bodes ill for this fall. #DoublePell is the vaccine to keep the pipeline to college open for underserved students. College advising support services ensure not just access, but completion. ","{0, 0, 0, 1.15, 0, 0, 0, 0, 0, 1.221, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 2.4, 0, 0, 0, 0, 0}",0.766,0.21,0.722,0.068,2,0.755395683453237,0.244604316546763,0,"Positive"
"2466","  It can take up to 18 months for a college to add the Covid vaccine &amp; there most likely will be medical &amp; religious exemptions.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2467","COVID-19: Fleming College students to require first vaccine dose for on-campus residence living ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2468","COVID-19: Fleming College  to require students to have at least their first vaccine dose for on-campus student residence living. #Ptbo #Peterborough #COVID19 #Fleming ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2469","Ill go to college &amp; get a job I hate, so I can live in a house the bank owns, but I wont get the vaccine because I refuse to do what the government tells me.","{-0.9, 0, 0, 0, 0, 0, 0, 0, 0, -1.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0}",-0.723,0,0.824,0.176,1,0,1,0,"Negative"
"2470","COVID-19: Fleming College students to require first vaccine dose for on-campus residence living#Health #Covid #CovidVaccine #Covid_19 #Covid_19Vaccine #Fleming #FlemingCollege #MaureenAdamson #OntarioColleges #TrentUniversity #Vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2471","  Guess you better report those incidents if patients did not consent to receiving the vaccine. College says you are in independent practice whatever that means. I don\t know, I trust MD\s pulling shifts at ICU, not providing dangerous chelation therapy.","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, -0.666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 1.554, 0, 0}",0.796,0.185,0.78,0.035,0,0.840909090909091,0.159090909090909,0,"Positive"
"2472","Get the COVID-19 vaccine at the Northern Marianas College TODAY, 8 a.m. - noon!Walk-ins accepted.Or register online at ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2473"," The jab killing college kids daily . What would be your stance if your son died of the shot . Its not even a vaccine , its an experimental shot !","{0, 0, 0, -3.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.852,0,0.783,0.217,0,0,1,0,"Negative"
"2474"," No my argument is College Athletes shouldnt be punished for not taking a vaccine against a virus with a 99% survival rateAnd for you to suggest otherwise is selfish","{0, 0, 0, 1.11, 0, 0, 0, 0, 0, 1.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1}",0.126,0.132,0.778,0.089,0,0.597285067873303,0.402714932126697,0,"Positive"
"2475","  If Im the coach of a division 1 program and a team in the college World Series they get the vaccine or they dont play. Look at the mess they are in now","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.036, 0, 0, 0, -1.5, 0, 0, 0, 0}",-0.548,0,0.876,0.124,0,0,1,0,"Negative"
"2476"," Dude I dont need to waste time looking up some wacko article you saw on Facebook. The fact is the vaccine is incredibly safe. I also agree that college age kids or younger probably dont need it. I can believe both facts.","{0, 0, 0, 0, 0, 0, 1.332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.193, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.792,0.167,0.833,0,0,1,0,0,"Positive"
"2477","  Getting the vaccine or not is 100% each persons choice.   But making the choice not to can have consequences.  They chose to accept the risk of catching Covid and not being allowed to play in the college world series.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, -1.65, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0}",0.593,0.141,0.802,0.057,1,0.712121212121212,0.287878787878788,0,"Positive"
"2478","   Yeah lets unnecessarily force college age kids to get a bullshit vaccine that would cause them more harm than good. Not a single person knows the long term effects of this so dont even start with a reply.","{0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, -2.793, 0, 2.1637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.499,0.112,0.73,0.158,0,0.414814814814815,0.585185185185185,0,"Negative"
"2479","President Tom Insko hopes waiting for the vaccines to receive full FDA approval will help settle unease about them.","{0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 1.7, 0, -1.7, 0, 0}",0.71,0.327,0.57,0.103,0,0.76046511627907,0.23953488372093,0,"Positive"
"2480","We are having one of the most exciting College World Series ever as far as pitching and 8th inning comebacks, and  wants to have a mandatory vaccine policy debate... #Dude","{0, 0, 0, 0, 0, 0, 0, 2.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0}",0.585,0.146,0.854,0,0,1,0,0,"Positive"
"2481","    easily could have been fixed if the dumbasses had just taken the vaccine.  You telling me these kids in College have been treating their bodies like temples the last 4 years?","{0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.599,0.14,0.86,0,0,1,0,0,"Positive"
"2482","The county is relocating its downtown COVID-19 vaccination clinic from the Joseph A. Floreano Rochester Riverside Convention Center to the Monroe Community College Downtown Campus, 321 State Street. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2483","NC State is playing in the College World Series with a 12U travel ball roster right now because a ton of their players refused the vaccine. Unfortunately a very 2021 story  ","{0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -1.4, 0, 0, 0, 0}",-0.421,0.052,0.814,0.134,0,0.279569892473118,0.720430107526882,0,"Negative"
"2484","I am glad to see some young people are smart enough to get the vaccine with North Carolina State in the College World Series losing most of its players to Covid-19 &amp; the vaccine ones come to the rescue by being able to play.  They are a good example for USA.","{0, 0, 2, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 1.4, 0, 0, 0, 1.9, 0, 0, 0}",0.893,0.231,0.727,0.042,0,0.846153846153846,0.153846153846154,0,"Positive"
"2485","finally getting this COVID vaccine, have to get it for college, shit fat ass RIP ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, -2.5, 0}",-0.796,0,0.647,0.353,0,0,1,0,"Negative"
"2486"," I heard there is a special medicine in the vaccine that allows for Vandy to win the College World Series.","{0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0}",0.758,0.255,0.745,0,0,1,0,0,"Positive"
"2487","   The mom turned your room into a craft room hit so hard. I graduated from college, and by all means are still college aged and I got my vaccine the first day I could because I\m not an idiot, and my mom had my room painted with new floors like 2 days after I left.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.544,0.087,0.885,0.028,0,0.756521739130435,0.243478260869565,0,"Positive"
"2488","If you looked at Hearts of Every Young Person after Any Virus Infection = Like Flu you find myocarditis in 50%+ of them and there been....150 Cases of Myocarditis from 25M+ Vaccine Shots!Only a Total Dumbass Travel to College World Series without Corona Virus Vaccine Shot! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.678,0.048,0.818,0.135,0,0.262295081967213,0.737704918032787,0,"Negative"
"2489","Find a COVID-19 vaccine appointment near you: ","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2490","So now you cant go to college if you dont get the vaccine??? Yeah thats reasonable","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0}",0.41,0.154,0.846,0,0,1,0,0,"Positive"
"2491","We are doing this for every student, faculty, and staff member at our college. Blue Ridge CTC is taking the pledge and committing to action. Get the COVID-19 vaccine. #WeCanDoThis #COVIDCollegeChallenge ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.042,0.958,0,0,1,0,0,"Positive"
"2492","No one is making you attend classes here if you dont want to follow their rules, kiddos. ","{-1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, 0, 0, 0}",-0.345,0,0.814,0.186,0,0,1,0,"Negative"
"2493","College and University Policymakers: Rights of Employees and Students to Decline COVID-19 Vaccine Wit... ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2494"," At the very end they admit they were wrong about J&amp;J vaccine, this fact check is as reliable as someone using wikipedia as a source for their college assingment","{0, 0, 0, 0, 0, 0, 1.0637, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.258,0.062,0.844,0.093,0,0.4,0.6,0,"Negative"
"2495"," If I had to get my vaccines up to date just to attend college, these idiots can get a covid vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2496","Imagine playing baseball your entire life &amp;making it to the college World Series and winning your first two games then being sent home or put in quarantine for the remainder of the tournament because you were afraid to get a vaccine that hundreds of millions of people have taken.","{0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.637,0.1,0.9,0,0,1,0,0,"Positive"
"2497","  Yes but missing key players due to positive tests. Why are they even testing, College students are eligible for a vaccine","{0, 0.85, 0, -1.8, 0, 0, 0, 0, 3.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.606,0.236,0.665,0.098,1,0.706586826347305,0.293413173652695,0,"Positive"
"2498","   Incentivizing is one thing but saying you cant go outside you cant go to sporting events and you cant so to school/college without a vaccine is way more extreme","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1,NA,NA,1,"Neutral"
"2499","This is bad take. Nobody should have vaccinations forced on them. You have to make the best choice for yourself and your family. I chose to get the vaccine because Im around sick people on a daily basis. But a college baseball player? Thats just ridiculous. ","{0, 0, -1.25, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.25}",-0.723,0.049,0.77,0.181,1,0.21304347826087,0.78695652173913,0,"Negative"
"2500","The NCAA has incentivized vaccination as to avoid protocols and such.In this May story, we dove into the issue of college sports and the vaccine - ","{0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.919,0.081,0,0,1,0,"Negative"
"2501","just lol if nc state gets bounced from the college world series because of vaccine idiotsnext up INTERPOL to arrest the vandy whistler and lock him up in The Hague","{0, 2.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.238,0.099,0.83,0.071,0,0.582352941176471,0.417647058823529,0,"Positive"
"2502","  Youre free to choose not to get the vaccine. But that decision comes with extra testing if youre a college athlete. Freedom of choice doesnt free you from the responsibility of said choice.","{0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, -2.553, 0, 0, 0, 0, 0, 0, 0}",0.659,0.187,0.729,0.084,1,0.690036900369004,0.309963099630996,0,"Positive"
"2503"," Yup. Personally I did get the vaccine because of work, but I completely understand the hesitation from athletes, especially high school and college athletes because theyre at zero risk. The same people screaming follow the science! refuse to follow the science here though","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.04555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.65, 0, 0, 0, -2.4, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0}",-0.904,0,0.766,0.234,1,0,1,0,"Negative"
"2504","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 26-06-2021Age Limit: 45Available Capacity: 1148Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"2505","Everyone who wants a vaccine has one at the College World Series. Let them play. Jordan played with the flu once and became legend. Certainly we can let a kid play who has no symptoms play.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 1.4, 0, 0, -1.6, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -1.036}",0.608,0.217,0.678,0.105,0,0.673913043478261,0.326086956521739,0,"Positive"
"2506"," Do you have a college aged kid Dan? Perhaps you could choose a better word than stupid when it comes to a 19-22 yr old not getting a vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0.085,0.816,0.099,0,0.46195652173913,0.53804347826087,0,"Negative"
"2507"," I 100% believe its up to the individual whether to get the vaccine but this isnt unlucky.  This was stupid. Pre the vaccine being widely available my heart broke for every team (HS, college, pro) that couldnt play but this was just playing with fire","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, -1.554, 0, 0, 0, 0, 1.2, 0, -2.1}",-0.914,0.038,0.717,0.244,2,0.134751773049645,0.865248226950355,0,"Negative"
"2508","ICYMI: I think everybody needs to feel informed. Being in the dark is not a comfortable place to be in a pandemic.A closer look at the SECs three-pronged approach toward the COVID-19 vaccine and the 2021 football season.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.402,0,0.932,0.068,0,0,1,0,"Negative"
"2509","Im working in the service industry and going to a college, seeing so many people day to day, sticking to Covid guidelines best I can, yet I cannot get the Covid vaccine yet Hancock be out here shagging his coworker  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.637,0.097,0.903,0,0,1,0,0,"Positive"
"2510","College World Series game cancelled because there was a big Covid outbreak. Do these guys know you can literally walk into your local CVS and get the vaccine for free? Takes about 30 seconds.","{0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0}",0.318,0.088,0.858,0.054,0,0.619718309859155,0.380281690140845,0,"Positive"
"2511","The number of healthy, college aged kids who have died of COVID worldwide is zero (0). Everybody in the entire country has had an opportunity to get the vaccine if they so choose. Why are we testing for asymptomatic cases again ? #LetTheKidsPlay","{0, 0.3, 0, 1.7, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.296,0.138,0.789,0.073,0,0.654028436018957,0.345971563981043,0,"Positive"
"2512","If I were a college athlete playing in the college World Series on a Cinderella team I would simply get a free and safe vaccine but Im built different ","{0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0.95, 0, 0, 0, 0, 0}",0.542,0.175,0.825,0,1,1,0,0,"Positive"
"2513","  I just havent seen any reputable research that the vaccine is unsafe to college students-but a lot of misinformation for sure.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 1.3}",0,0.093,0.813,0.093,0,0.5,0.5,0,"Negative"
"2514","My college just officially required the vaccine..","{0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
