"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","nvaccin","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","hospit","high","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","pm","plai","effect","center","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","di","risk","medic","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","commun","jab","privat","free","make","athlet","scholarship","kid","st","ag","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","student"
"di",2,2,2,2,2,1.97376964030645,1.97376964030645,2,2,2,1.97414671421294,2,1.89507856122581,2,2,2,2,2,2,2,2,1.97376964030645,2,2,2,1.97485896492519,2,2,2,1.97115526122149,1.97337748344371,2,2,2,2,2,1.97485896492519,1.97519566526189,2,1.97583362379459,2,2,2,2,2,1.97671081677704,1.97613610413336,2,2,1.93095212246227,2,2,2,2,2,2,2,2,1.97775248344371,2,2,2,1.97671081677704,1.97671081677704,1.91100993377483,2,2,2,1.95342163355408,2,2,1.93535633092814,1.93251340271208,2,2,1.93174535355693,2,1.95449690237129,2,2,2,1.93467790487658,1.93467790487658,1.95690422061876,2,2,2,2,2,2,2,1.97822596829219,2,2,2,1.95897718910964,2,2,2,2,1.97775248344371,1.97867160109077,2,2,2,1.86795720835456,2,1.97867160109077,2,2,2,2,1.98071925559561,2,1.98103180443136,2,2,1.94354708447747,2,1.98174957646696,2,2,1.94524872940089,1.98188323057015,2,2,2,2,1.98262479527167,1.96428305677506,2,1.98317340181106,1.98250791822632,2,2,2,2,1.93310589337079,2,2,1.98306820509319,1.98376209882832,1.96806337810237,2,1.98403168905119,2,1.9822663723326,1.98376209882832,2,1.45847740725546,2,1.95100623673889,0.384703072413419,1.95334673604541,1.95593890194403,2,2,2,2,2,1.97112996688742,2,1.9859700760363,2,1.94452442652846,2,1.98662072668695,0.531570352898485,2,0,1.9859700760363,1.97368307146258,1.97368307146258,1.9739344540669,2,1.94553790580281,1.96052460719387,2,2,0.516074653822998,2,2,0.663282706110957,0.702507627055584,1.98779089126494,1.9620601611745,2,2,1.96482632788215,2,2,1.9882492783155,1.97695104531879,2,1.94466519499632,1.98936141918668,1.93587465675981,1.92762007927325,1.95942542673258,2,1.98085526187267,1.66074906783906,1.95164351477952,1.99083295418162,1.9907528115277,1.92596723597072,0.967660849809059,1.02701164867471,1.99142435844371,1.87192040906265
"risk",1.91777777777778,2,1.97259259259259,2,2,1.94596949891068,1.94596949891068,2,2,2,1.97336182336182,2,1.67581699346405,1.97298474945534,1.94351851851852,2,1.89193899782135,2,1.89489867225716,1.97372466806429,1.97336182336182,1.97298474945534,2,1.91895424836601,2,1.97407407407407,2,1.97085346215781,2,1.91111111111111,2,2,1.92323232323232,1.92605363984674,2,2,1.97407407407407,1.84646464646465,2,1.95009746588694,1.90257376020088,2,1.97473544973545,2,1.84234800838574,1.95185185185185,1.97535121328225,1.95239829993928,2,1.78579234972678,1.97592592592593,2,1.95128688010044,1.8352449223417,1.92605363984674,2,1.97696759259259,1.97619914996964,2,1.88231780167264,1.95343915343915,2,2,1.9037037037037,1.90787037037037,2,1.92693032015066,2,1.9037037037037,2,2,1.86600331674959,1.90687830687831,1.86732026143791,1.9780998389694,1.90585424133811,2,1.90585424133811,2,2,1.9037037037037,1.72929292929293,1.90976430976431,1.97766721945826,1.88833609729132,1.93429951690821,1.86600331674959,2,2,2,1.97830687830688,2,2,1.90479659987857,1.9780998389694,1.89351851851852,1.85604288499025,1.91403234220136,2,2,2,1.88943355119826,1.83115169964485,1.87763347763348,1.96018518518519,1.68091168091168,1.96018518518519,2,2,1.93931623931624,2,1.98009259259259,1.91973745897797,1.96079494128275,1.96049382716049,1.96137566137566,1.98054439982151,1.96079494128275,1.84074074074074,1.88578811369509,1.78271604938272,2,1.9619293712317,2,2,2,2,2,1.98183990442055,1.8508531002913,1.94444444444444,1.94716553287982,2,1.98249158249158,1.87122507122507,1.769683085147,2,1.98249158249158,2,2,1.98228331424208,1.94893162393162,1.98324679820007,2,1.98324679820007,2,1.88888888888889,1.81274928774929,1.96595441595442,1.93497214028187,1.98418923124805,1.94865156418554,2,1.90198412698413,1.98452807646356,1.96943715368912,2,1.79446000622471,1.93912037037037,2,1.96956018518519,2,1.94074074074074,1.97089947089947,1.79484702093398,2,1.87252252252252,1.9572298325723,1.97139208173691,1.9859700760363,0,1.84662309368192,1.9442265795207,1.94472934472934,2,1.8991970991971,1.80479302832244,1.97211328976035,2,1.90572390572391,1.94598012646793,1.98681224577178,2,2,2,1.98656849620705,1.94814814814815,1.98709808709809,1.9624716553288,2,1.9747139809967,1.87464387464387,1.7661220043573,2,1.69185185185185,1.98857652833556,1.80496838301716,1.91100096378907,1.97814293166406,1.98942803563057,1.84464110127827,1.91833177715531,1.92680668473351,1.97014418999152,1.90971128608924,1.7490253411306,1.88191403081914,1.95102978873862,1.95319733796296,1.77538742023701
"medic",1.94692810457516,1.97305588902228,1.89385620915033,2,2,1.97385620915033,1.84313725490196,1.97423328305681,1.97305588902228,2,2,2,1.97385620915033,1.92156862745098,2,1.94846656611362,1.97385620915033,1.97494553376906,1.97459612775928,2,1.94846656611362,1.94771241830065,2,1.94771241830065,1.89978213507625,1.94989106753813,1.97560690943044,1.9151747655584,2,1.97124183006536,2,1.94989106753813,1.97528223410576,1.97622267297724,2,2,2,1.97528223410576,1.92866801893171,1.97592019263846,1.95302979949042,2,1.97560690943044,1.95056446821153,1.94919225551856,1.93039215686275,1.95244534595447,2,2,1.83949426765242,2,1.97707060966463,1.92954469923563,1.8640101201771,1.95244534595447,1.95056446821153,1.97783905228758,1.97707060966463,2,1.90934008011807,1.95518207282913,1.80485527544351,1.95359477124183,2,1.77839052287582,1.97807943690297,1.95302979949042,1.97853867915325,1.93039215686275,1.97707060966463,1.97807943690297,1.91415471661301,1.97759103641457,1.8937908496732,1.95794259732879,1.95467004005903,2,1.8640101201771,2,1.95751633986928,1.95359477124183,1.9349376114082,1.97831253713607,1.91415471661301,1.89269339576627,1.97897129866439,1.93561603745976,1.97957516339869,2,1.97853867915325,2,1.97831253713607,2,1.81656487731705,1.97897129866439,1.65277777777778,1.96061231510148,1.8556568167173,1.97917833800187,2,1.93351715686275,1.87254901960784,1.77741964365655,1.98047703930057,2,1.95615887380593,1.96192810457516,1.80882352941176,2,1.92257415786828,2,1.96192810457516,1.96161164887896,1.94380679100909,1.94335511982571,1.96311858076564,1.96283171903299,2,1.92385620915033,1.92734458124335,1.88671023965142,1.98235294117647,1.98183614531084,1.92787919765607,2,2,2,1.94742512389571,1.93084545646215,1.91114048615701,1.89411764705882,1.98325997065493,1.93037794828076,2,2,1.93261909574826,1.9837553144235,1.93345216874629,2,2,1.98315477393707,1.96769733534439,1.93647303158023,1.98336304218657,1.95235477368518,1.92507572134545,2,1.87078934137758,1.90309200603318,1.93845797906183,1.98506069094304,2,2,1.96907096171802,1.9707990723171,2,2,1.92530345471522,1.94260620915033,2,1.97130310457516,1.9718905105902,1.93028322440087,1.98632119514472,2,2,1.93353647765412,1.98661473721909,1.98656750056344,1.97368307146258,1.84662309368192,0,1.98692810457516,1.9482151835093,2,1.95941313588372,1.93464052287582,1.96078431372549,2,1.98740344622698,2,1.98768370546677,1.98747602833549,1.92707644855695,1.93938730054405,1.94975982360816,1.98790849673203,1.96390864037923,1.98836201147126,2,1.87051295212675,1.97667169431875,1.95424836601307,2,1.97803921568627,1.95779195212221,1.86218715128328,1.82569186286658,1.85920095737826,1.95149747662778,1.75336919428538,1.92530345471522,1.82747489239598,1.98183904605099,1.89007256445885,1.87165462676299,1.91030962263251,1.83047093141155,1.83021854575163,1.71699405985427
"mask",2,2,1.97346405228758,2,2,1.94771241830065,2,1.97423328305681,2,2,1.94846656611362,1.39030706622272,1.92156862745098,1.94771241830065,1.86315359477124,2,1.97385620915033,2,2,2,1.92269984917044,1.97385620915033,2,1.92156862745098,2,1.92483660130719,2,1.9434498437056,1.97528223410576,2,1.97346405228758,2,2,1.97622267297724,1.56656346749226,1.92378838327784,2,1.95056446821153,2,1.92776057791538,1.95302979949042,0.816666666666667,1.97560690943044,2,1.92378838327784,1.97679738562092,2,2,2,1.97707060966463,2,1.90828243865852,2,1.97733502002952,1.97622267297724,1.95056446821153,2,1.97707060966463,1.97783905228758,1.97733502002952,2,2,1.58235294117647,1.95359477124183,1.97783905228758,2,1.97651489974521,1.95707735830651,1.95359477124183,2,2,1.97853867915325,1.9327731092437,1.95751633986928,1.72662688263711,1.95467004005903,2,1.90934008011807,2,1.68137254901961,1.93039215686275,1.9349376114082,1.9349376114082,1.97853867915325,2,1.95794259732879,1.95707735830651,2,2,2,1.95835667600373,1.91325014854427,1.95990107754814,2,1.97897129866439,2,1.94091847265222,1.93813863573598,1.97917833800187,1.17038230817441,2,1.97875816993464,2,2,0.648447712418301,2,1.94289215686275,1.72385620915033,1.90559186637618,1.92257415786828,1.40530750452792,1.96192810457516,1.9040291221974,1.98126893033636,1.98111837327524,2,1.85132687613198,2,1.84771241830065,2,1.96223674655047,1.98235294117647,1.96367229062168,1.94590939824206,2,1.94668429169421,2,1.87732528908999,2,1.69787765293383,1.91176470588235,2,1.98259448707019,1.96672608437314,1.91237520649285,1.91577386968533,2,1.96672608437314,2,2,1.96630954787413,2,1.95235477368518,1.95008912655971,1.96823651579012,1.98126893033636,1.96470588235294,1.88694067370538,2,1.95384348429637,1.71615312791783,1.54514880385811,2,1.96907096171802,2,1.98559003653955,2,1.97012138188609,1.85651552287582,2,1.98565155228758,1.69079561649221,1.95816993464052,1.90424836601307,1.94487070190395,2,1.92024377318495,2,2,1.97368307146258,1.9442265795207,1.98692810457516,0,1.96116138763198,2,1.72942090589149,1.90849673202614,2,1.97359477124183,2,1.98736649131197,1.98768370546677,2,1.95138429903797,1.97575492021762,1.94975982360816,1.97581699346405,1.90375637434461,1.8952581032413,1.98846405228758,1.96468535058002,1.91835093011564,1.94281045751634,1.98893916540975,1.87921568627451,1.96834396409166,1.9151920930974,1.79493160337245,1.92960047868913,1.8447919252089,1.48776678813118,1.95331465919701,1.90415271799777,1.98183904605099,1.78014512891771,1.88082215342277,1.91030962263251,1.99107741744271,1.89813112745098,1.54570099081869
"campu",1.8151282051282,1.91954474097331,1.97358974358974,2,2,1.97398190045249,1.86990950226244,2,1.91954474097331,2,1.94871794871795,1.97472181906144,2,1.97398190045249,1.86378205128205,1.8974358974359,2,1.97507122507123,1.94944363812288,2,1.92307692307692,2,1.81787330316742,1.97398190045249,1.9002849002849,1.45156695156695,1.9271978021978,2,1.97540792540793,2,2,1.82549857549858,2,1.9526967285588,2,1.97472181906144,2,2,2,1.95209176788124,1.97664059104737,1.97692307692308,2,1.9016317016317,1.94944363812288,2,1.9053934571176,2,2,2,2,1.90878520386717,1.95328118209474,2,1.9763483642794,1.95081585081585,1.97796474358974,1.97719630096679,1.95592948717949,1.97746071133168,2,1.878663003663,2,1.97692307692308,1.95592948717949,1.97820512820513,1.88320295523685,1.95732874091083,2,1.93158890290038,1.80384615384615,1.76530807500957,1.97771672771673,1.9788838612368,1.83277591973244,1.93238213399504,1.95819397993311,1.95492142266336,2,1.91553544494721,1.97692307692308,1.95687645687646,1.97843822843823,1.97866437045542,1.91465748182166,1.91638795986622,2,1.95940170940171,2,1.76530807500957,1.8551282051282,2,2,1.97719630096679,2,1.87820512820513,1.9804318488529,2,1.93791208791209,1.97989111345276,1.95592948717949,1.9788838612368,1.95978222690551,1.96120546120546,1.96217948717949,2,1.98108974358974,1.9788838612368,1.9812440645774,1.96153846153846,2,1.90544871794872,1.96186303148328,1.85115697310819,1.94373219373219,1.96336996336996,1.98154155081866,2,1.96217948717949,1.909809183065,1.9812440645774,1.89487179487179,1.909809183065,1.92838196286472,2,1.98235378853356,2,1.9478021978022,1.9828370554177,1.98235378853356,1.85982905982906,1.98338566195709,2,1.98348873348873,1.93040293040293,2,1.80657206870799,1.98348873348873,2,1.96419098143236,1.93312186095691,1.96794871794872,1.93697579678888,1.9504662004662,1.8424394919722,1.88836772983114,2,2,1.75961538461538,1.98474018606762,1.94074552898082,1.91940502862833,2,2,1.81182795698925,1.94286291136685,2,1.98518638224521,1.90044070512821,2,1.91466346153846,1.93035473298631,1.97236467236467,1.62051282051282,1.9726867335563,2,1.89466389466389,1.98674042852125,2,1.9739344540669,1.94472934472934,1.9482151835093,1.96116138763198,0,1.98669319186561,1.97319347319347,1.98705379587733,1.77991452991453,2,1.97505827505828,2,1.98780939676893,1.95040687855059,1.97594353212331,1.82004727116459,1.9626969416126,1.98803418803419,1.71428571428571,1.98848770277342,1.98858974358974,1.83695798093704,1.83846153846154,2,2,1.93487179487179,1.93744207599629,1.88477173233271,1.8683395291202,1.9006861682918,1.90425186627718,1.93447923757658,1.94473173884939,1.86757348342714,1.9373165002936,1.66570765192812,1.94574898785425,1.9292532285233,1.859249739918,1.91636618589744,1.59729916088166
"win",2,2,1.97310344827586,1.97349560513861,1.97387267904509,2,1.97349560513861,1.71259946949602,1.64503870513723,1.67234342012667,2,2,2,2,1.91681034482759,1.86936339522546,1.84097363083164,2,1.92270657124268,2,1.97387267904509,2,1.70845165652468,1.94699121027721,1.97458492975734,2,1.90098522167488,1.97136431784108,2,2,1.73103448275862,1.66960408684547,1.92476489028213,1.95172413793103,1.95111917725348,2,2,1.97492163009404,1.95172413793103,1.97555958862674,2,2,2,1.92476489028213,1.97423552374756,2,1.97586206896552,1.97671000565291,1.38994252873563,1.97671000565291,2,1.97671000565291,2,2,1.97586206896552,1.97492163009404,2,1.93013001695873,1.77478448275862,2,1.95446086480569,2,2,1.9764367816092,2,1.75490716180371,2,1.51991765311374,1.9764367816092,2,1.97771883289125,1.91271230056613,2,1.80557809330629,1.70054972513743,1.93092324805339,1.91444277861069,1.9769744160178,2,2,2,1.97795193312435,2,2,1.9345342254246,2,1.97817807514153,2,2,1.97817807514153,1.78817733990148,1.93385579937304,1.97958993476235,2,1.97861069465267,2,2,2,1.32216748768473,2,1.97747844827586,2,1.97940481813888,2,2,2,1.86422413793103,2,1.98075776926352,2,1.69688408807644,2,1.98044522042776,1.92363330529857,1.98075776926352,2,2,1.90454163162321,1.98060344827586,2,1.98075776926352,1.54980842911877,1.96295108259824,1.85287356321839,1.37931034482759,2,2,1.98211443728685,1.98235076010382,1.98186749321968,1.98199233716475,1.19627023223082,1.85787106446777,1.77903169627308,2,1.96558833985069,1.88376297288249,1.74503657262278,1.79602925809822,1.46666666666667,1.93117667970139,1.98348806366048,1.98375765388334,1.83002438174852,1.85381888495005,1.98090832632464,1.927969348659,2,2,1.95276167226121,1.96940017386265,1.98339471041178,1.98490672696439,1.92087438423645,1.83542825361513,1.83752375780614,2,1.95410026079397,1.97058189655172,1.98497336697505,1.94116379310345,1.9279232564169,1.97139208173691,1.97192118226601,1.98585707146427,1.5448275862069,1.95904007455732,2,1.31034482758621,2,2,2,2,1.98669319186561,0,2,1.97313500112689,1.91940500338066,1.9864367816092,1.98704284221526,1.87005887300252,1.98732310145505,1.98711542432377,2,1.82523598535928,1.59945990859992,1.87547892720307,1.92565365668814,1.97600281491907,2,1.81801769272432,1.95190097259063,1.96460446247465,1.09770635044469,1.98865900383142,1.934524304113,1.91230726100364,1.96815792847071,1.89582321515299,1.86920558707988,1.99015359576849,1.97090698348305,1.8607653490328,1.97167675704133,1.9809575527197,1.94283121597096,1.93469250776072,1.85146901489589,1.90265355603448,1.93753496998083
"test",1.94601398601399,2,1.97300699300699,2,1.97377622377622,1.94679829973948,1.97339914986974,1.94755244755245,2,2,1.94755244755245,1.87069534239346,1.7871931989579,1.92019744960921,1.91652097902098,2,1.94679829973948,1.94897694897695,1.89655627391476,1.92241720543607,2,1.89359659947895,2,2,2,1.97448847448847,2,1.97126786257221,2,1.97078477078477,1.97300699300699,2,1.94965034965035,1.92729684108994,1.87731566678935,1.89655627391476,1.97448847448847,0.967832167832168,1.90306245478659,2,1.92817352139386,1.76340326340326,1.92544955044955,1.8993006993007,1.94827813695738,1.97634032634033,1.85459368217989,2,2,1.81290840307234,1.97634032634033,1.88306775192021,1.97605784046462,1.95375592149786,1.92729684108994,1.8993006993007,2,1.90645420153617,2,1.90751184299571,2,2,1.95268065268065,1.88170163170163,1.97738199300699,2,1.97605784046462,1.97808161987266,1.97634032634033,2,1.97762237762238,1.97808161987266,1.97713397713398,1.97830111065405,2,1.97687796074893,1.9785142393838,1.93063388224679,2,2,1.97634032634033,1.93356643356643,1.97785547785548,1.93424485961799,1.84657133910865,2,1.95616323974533,2,2,2,1.93616383616384,1.95571095571096,2,2,1.95702847876761,2,1.9596981965403,1.93676745789422,1.97872127872128,1.89654181435003,2,1.97830111065405,1.95861672574001,1.96003996003996,1.70760489510489,1.97762237762238,1.88304195804196,2,1.90330656997324,1.82167832167832,1.90479400117954,1.86354895104895,1.96069753031778,2,1.96132262798929,1.96220446220446,2,1.86568309739041,1.78557692307692,1.9627581720605,1.84529051195718,1.96379176379176,1.9627581720605,2,2,1.85416830360651,2,1.91008991008991,1.94676291450485,1.90885518975407,1.87327117327117,1.94840873412302,1.82137427789602,1.8974358974359,1.96403596403596,1.96539542931296,1.98329825514292,1.91452991452991,1.77777777777778,2,1.98269771465648,1.95017482517483,1.96732239722894,1.98290598290598,2,2,1.89137529137529,1.88374125874126,1.98339160839161,1.96831487096974,1.98460363166246,1.79957906171498,1.98481027169552,1.57011738261738,1.9247123843898,1.97026595451792,2,1.93841452664982,1.89636145104895,2,1.97038898601399,1.84037015615963,1.84159544159544,1.94345654345654,1.9430424647816,2,1.89000189000189,1.9861576779385,1.97222088256571,1.94553790580281,1.8991970991971,1.95941313588372,1.72942090589149,1.97319347319347,2,0,1.85118149824032,1.87823940765117,2,1.96083916083916,1.8429131843766,2,2,1.93694507739452,1.96226120248467,1.9479315864858,1.84941724941725,1.92507492507493,1.91533466533467,2,1.96331417273826,1.87878787878788,1.75020567667626,1.97696421225833,1.80556332556333,1.97798185749993,1.92259366649611,1.86076377154444,1.97897173249286,1.85779410462955,1.90057140499618,1.96082349023526,1.81924782534539,1.99046246374491,1.81726410072867,1.88450496871549,1.83033025368792,1.98124071632425,1.91053868006993,1.74705331131949
"dont",2,1.94611177804455,1.97346405228758,2,2,1.92156862745098,1.97385620915033,1.94846656611362,1.97305588902228,2,1.94846656611362,1.97459612775928,1.81699346405229,1.97385620915033,1.91789215686275,2,1.92156862745098,2,1.92378838327784,1.84757676655568,2,1.84313725490196,1.97385620915033,2,2,1.97494553376906,2,2,1.92584670231729,1.97124183006536,1.92039215686275,2,1.77754010695187,1.92866801893171,1.97592019263846,1.94919225551856,2,1.92584670231729,2,1.97592019263846,1.88257449872604,2,1.90242763772176,2,1.79676902207424,1.97679738562092,1.88111336488618,1.97707060966463,1.97263071895425,1.97707060966463,1.86078431372549,1.97707060966463,2,2,1.97622267297724,1.92584670231729,1.91135620915033,2,1.97783905228758,1.79601518026565,1.91036414565826,2,2,1.72156862745098,1.97783905228758,1.97807943690297,1.95302979949042,1.95707735830651,1.97679738562092,1.97707060966463,2,1.95707735830651,1.95518207282913,1.91503267973856,1.97897129866439,1.8640101201771,2,1.84134514020662,2,2,1.88398692810458,1.89156268568033,1.9349376114082,1.93561603745976,1.91415471661301,1.95794259732879,1.97853867915325,2,1.9797654221506,2,1.97917833800187,1.95662507427213,2,1.95414121932926,1.93691389599318,1.93872549019608,1.92122463020296,2,2,2,2,1.85130718954248,1.91906168860238,1.92190815720227,1.90482026143791,1.91231774761187,1.98096405228758,1.97875816993464,2,1.98064353946707,2,1.94289215686275,1.92322329775792,1.94380679100909,1.94335511982571,1.85247432306256,2,1.86888251235454,1.96192810457516,1.98183614531084,1.96223674655047,2,1.92734458124335,1.98196979941402,1.98096405228758,2,2,1.96495008259714,1.93084545646215,1.9644561944628,1.98235294117647,1.96651994130986,1.94778346121057,1.96672608437314,1.75465057817999,1.9494643218112,2,1.93345216874629,1.90017825311943,1.98196979941402,1.96630954787413,1.96769733534439,1.88882780526541,1.95008912655971,2,1.98126893033636,1.85882352941176,1.90309200603318,1.9838486676722,1.93845797906183,1.95518207282913,1.95126594327051,1.98526733097611,1.87628384687208,2,1.9711800730791,2,1.83566760037348,1.91390931372549,2,1.97130310457516,1.9859452552951,1.87450980392157,1.95896358543417,1.87595907928389,2,1.92024377318495,1.94645894887635,2,1.96052460719387,1.80479302832244,1.93464052287582,1.90849673202614,1.98705379587733,1.97313500112689,1.85118149824032,0,1.98692810457516,2,1.92442067736185,1.97473298262394,1.98768370546677,1.98747602833549,1.97569214951898,1.97575492021762,1.96231986770612,1.96372549019608,1.98796954679308,1.93017206882753,1.95385620915033,1.96468535058002,1.8483660130719,1.82843137254902,1.96681749622926,1.69254901960784,1.97889597606111,1.92579308146023,1.94873290084311,1.98994292552702,1.89329444858112,1.88617039736248,1.95331465919701,1.94249163079866,1.9909195230255,1.85343008594514,1.76164430684555,1.89237154715901,1.96430966977085,1.86417483660131,1.84360198044578
"clinic",1.97346405228758,2,2,2,2,1.92156862745098,1.94771241830065,1.97423328305681,1.91916766706683,2,2,2,1.97385620915033,2,2,1.69079939668175,2,1.87472766884532,2,2,1.84539969834087,2,1.52941176470588,1.89542483660131,1.94989106753813,2,1.95121381886088,1.9717249218528,1.95056446821153,2,2,1.97494553376906,2,2,2,2,2,2,2,1.95184038527692,2,2,2,1.87641117052882,1.97459612775928,1.95359477124183,2,2,1.97263071895425,1.95414121932926,1.95359477124183,1.77070609664631,1.50681289464939,2,1.97622267297724,2,2,1.95414121932926,1.91135620915033,1.95467004005903,2,1.95121381886088,2,2,2,1.95615887380593,1.88257449872604,1.84977075407277,2,1.93121182899389,1.9342383107089,1.87123207491952,1.97759103641457,1.95751633986928,1.89485649332197,1.97733502002952,1.91588519465757,2,2,2,1.97679738562092,2,1.9349376114082,1.97853867915325,1.87123207491952,1.97897129866439,1.93561603745976,1.87745098039216,2,1.95707735830651,1.95835667600373,2,2,2,1.97897129866439,1.97957516339869,2,1.97937954524533,1.97917833800187,2,1.88919526143791,1.97875816993464,1.93929626645179,1.98047703930057,2,2,1.98096405228758,2,2,2,2,2,2,1.86888251235454,2,2,2,1.96253786067272,1.96192810457516,1.96367229062168,2,1.94705882352941,1.83652530779754,1.74757719179626,1.98096405228758,1.84005287508262,2,1.98247504129857,1.98271136411554,1.9644561944628,1.91176470588235,1.96651994130986,1.84335038363171,1.96672608437314,2,1.98315477393707,1.70759565962307,1.98336304218657,2,1.98196979941402,1.86523819149653,1.93539467068879,1.92059128947529,1.98336304218657,1.98411825789506,1.49426111908178,2,1.9838486676722,1.75773001508296,1.96922898953092,1.73109243697479,2,2,2,1.50358422939068,1.8270804384746,2,2,1.97130310457516,2,1.8421670751634,1.8875620423608,1.87450980392157,1.98632119514472,1.98621767547599,2,1.90695106871577,2,1.94627000225378,2,1.97211328976035,1.96078431372549,2,1.77991452991453,1.91940500338066,1.87823940765117,1.98692810457516,0,2,1.98740344622698,1.96209947393592,1.98768370546677,1.89980822668389,1.98784607475949,1.79391682184978,1.89951964721632,1.96372549019608,1.39847733965381,1.97672402294251,2,1.77634055367348,1.93001508295626,1.98856209150327,1.88939165409754,1.96705882352941,1.88392786833609,1.8727881396461,1.94873290084311,1.93965755316211,1.96119798130223,1.97154259934062,1.80392156862745,1.80830543599554,1.83655141445891,1.90839380371571,1.94499484004128,1.91927866036926,1.83939351396883,1.94057649101307,1.87339207940849
"error",1.89333333333333,2,2,2,1.87051282051282,1.94745098039216,1.94745098039216,2,2,2,2,2,2,2,2,2,1.97372549019608,1.94962962962963,2,2,2,2,2,2,2,2,2,2,2,2,2,1.97481481481481,2,1.97609195402299,2,2,2,2,2,2,1.8819209039548,2,2,2,2,2,2,2,2,2,2,1.97693989071038,2,1.97720430107527,2,2,2,1.95387978142076,2,1.97720430107527,2,2,2,2,2,2,1.97638418079096,1.93522388059702,1.95333333333333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.95681592039801,2,2,1.97840796019901,0.992777777777778,2,2,2,1.97818181818182,0.728648648648649,2,2,2,1.98017543859649,2,2,2,1.95541666666667,1.97862745098039,2,1.96069264069264,2,1.97794871794872,2,1.95725490196078,2,1.98051282051282,2,2,2,2,2,2,2,2,1.98083333333333,1.94511627906977,2,2,2,2,2,1.98209737827715,0.922857142857143,1.96468864468864,2,2,2,2,2,1.98323232323232,1.94703296703297,1.98302405498282,2,1.98323232323232,2,2,2,1.98371794871795,1.98398753894081,1.98323232323232,1.82386292834891,2,2,2,2,1.98448377581121,2,2,2,2,2,1.9709186351706,1.18916666666667,2,2,1.06780487804878,1.98552083333333,1.94325814536341,2,2,2,2,2,2,2,2,2,2,1.97359477124183,2,1.9864367816092,2,2,2,0,1.98727272727273,2,1.15360308285164,2,1.98771535580524,2,1.97461847389558,2,2,1.28210884353741,1.23,2,1.97641025641026,1.98843137254902,2,1.95555555555556,1.27357429718875,1.97853658536585,2,1.36835680751174,1.99016877637131,2,0.816526610644258,1.99028455284553,0.830178117048346,2,1.97210526315789,1.89080291970803,1.95473349244232,1.353515625,1.07545426921908
