"","text","positive","negative","assigned"
"1689"," But try to keep your job or your in-person spot in college w/just a prior infection and no vaccine. We all lose. With everyone vaccinated, we will never be able to discern what the long term effects are.",0,1,"Negative"
"1690","Every college sports fan deserves more information regarding  outrageous decision to end  national championship run. How many tested positive? Were vaccinated players tested? If so, why? Other teams tested?CDC: Vaccine can cause positive test results. ",0.803921568627451,0.196078431372549,"Positive"
"1691","  No one is forced to get the vaccine. You just cant play in the college World Series if you have covid. If you cared about your teammates, youd get it just so this situation doesnt arrive. Those players didnt, now theyre out.",0.278048780487805,0.721951219512195,"Negative"
"1692","  Most of those college athletes are getting a top tier education for free. I agree they should also be paid but getting a vaccine seems pretty easy for someone not paying a Fortune to go to school while also doing the thing they love. Get a life",1,0,"Positive"
"1693","   But again. The only reason a college athlete would need a vaccine is to get full protection and not test positive. They are not at risk so it is dumb to continue this process for an outdoor sport.",0.201716738197425,0.798283261802575,"Negative"
"1694"," Agree that the vaccine should not be mandatory. I know many college students and their families feel as if they have no choice. It will be interesting what litigation arises from this.",0.498154981549816,0.501845018450184,"Negative"
"1695","A first quick cut on this, showing continuing divide in America: 2020 Election results, sized by total votes, with x-axis being percent of county voting Democrat and y-axis being CDC-defined vaccine hesitancy.  Second view shows votes and college degree attainment by county ",0,1,"Negative"
"1696","  A College athlete is at no risk if they get Covid.  Vaccine is very little risk Im not sure if its zero",0.308370044052863,0.691629955947136,"Negative"
"1697","     The vaccine very specifically was not required. The negative COVID tests were. What are you talking about? Besides, these are college kids in athletics. I had to show proof of vaccination in public high school and college in this country. Was that NAZI-ish then too?",1,0,"Positive"
"1698","  Take the emergency approved vaccine or forget about that national championship you already played 60+ games to get to and were emerging as the favorite in spite of the fact that you are elite college athletes with almost zero risk.  Coerced vaccination is the new norm.",0.481481481481481,0.518518518518518,"Negative"
"1699","A smart student athlete couldnt be presented with covid statistics, vaccine statistics, and the College World Series covid protocol and still choose to not take the vaccine. Had to be not informed, misinformed, or didnt trust the information given.  That should be the focus",0.643312101910828,0.356687898089172,"Positive"
"1700","North Carolina State baseball coach Elliott Avent, who had earlier told reporters that encouraging his players to get the COVID vaccine is not in my job description, just saw a coronavirus outbreak end his team\s season in the NCAA College World Series.  ",1,0,"Positive"
"1701","    Bigger than sports? Than why is there a pack stadium full of fans? Why didnt vandy have protocol or tested after the nc state positive test, they do come in contact. This isnt about a vaccine which has a less chance of killing a college player than a 95 mph fastball!",0.590643274853801,0.409356725146199,"Positive"
"1702","   The problem is what rock do people live under if they are not educated about the vaccine? Especially young men in college. We have no way of knowing how many were vaccinated total versus unvaccinated on the teams. So, other ppl pointing fingers at the players is premature.",0,1,"Negative"
"1703"," Heart breaks for them. Curious how this effects other college sports going forward in terms of the vaccine.",1,0,"Positive"
"1704","Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening: How stupid is this only one thing to say #gettheshot  ",0,1,"Negative"
"1705"," Bottom line, you get a vaccine and you are asymptomatic and you are 20 years old. You should be able to play in the College World Series!",1,0,"Positive"
"1706"," I got the vaccine. I wish they got it, too.But lets not forget about who were talking about here: driven, regimented, feel-like-theyre-invincible college athletes, so I wouldnt leap to character conclusions yet.Take this completely plausible explanation for example. ",1,0,"Positive"
"1707","I had my first vaccine today! I celebrated by getting breakfast with some friends and then moved out of college for the summer #CambTweet",1,0,"Positive"
"1708","I played basketball in college and we had vaccine requirements to enroll and random drug testing requirements to play. When the compliance officer explained that to us my freshman year I asked if we could opt out and he said sure, if you want to quit the basketball team.",1,0,"Positive"
"1709"," You have to have every other vaccine to go to college but because one party decided to make it political, its all of the sudden an issue",1,0,"Positive"
"1710"," to require the Covid 19 vaccine for all students &amp; staff. GOOD! Im glad my alma mater is pro-science.",1,0,"Positive"
"1711","Im pro vaccine, but if you think a group of college kids deserve to have a moment theyve worked their whole lives for taken away from them because they felt it was best for them not to get vaccinated then shame on you",0.584615384615385,0.415384615384615,"Positive"
"1712","The  to Announce First Summer Cash and Cash 4 College Drawing - NC Vaccine Lottery - Winners Monday, 6/28, at 10am.",1,0,"Positive"
"1713","     Nope. You dont have to play college sports - therefore the college can require a vaccine without liability.",0.4375,0.5625,"Negative"
"1714","Fire the coach &amp; A.D..  They are the 2 largest culprits in this debacle: it sure didnt seem like vaccination was a big priority.. for coach Avent, who said in a news conf. Fri. that encouraging players to get the vaccine wasnt in his job description. ",0.558974358974359,0.441025641025641,"Positive"
"1715","  Testing positive shouldnt keep you from playing!?!? Why is this so hard for people to understand. And no, You arent putting other people at risk. They put themselves at risk by not getting the vaccine. Not to mention, for college aged kids. ITS JUST ANOTHER VIRUS",0.373076923076923,0.626923076923077,"Negative"
"1716","   Seriously? So the vaccine 100% works? Masks work too right? These are college kids. Dont shame them for having a choice in something they didnt wanna get. You think most the State players got it to? Nope. Bc its not even proven to be affective.",0.669811320754717,0.330188679245283,"Positive"
"1717","If athletes wont get vaccine, this College World Series disaster is going to keep happeningit sure didnt seem like vaccination was a big priorityfor coach Elliott Avent,who saidencouraging players to get the vaccine wasnt in his job description",0.270408163265306,0.729591836734694,"Negative"
"1718","Yup:  Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening ",0,1,"Negative"
"1719","  Neither are full capacity stadiums. Vaccine is out now, and we have more measures in place now then we did last summer.Weddings allowed but no singing or dancing Joke. Crack on. I applaud these protests ",0.569852941176471,0.430147058823529,"Positive"
"1720"," It doesnt stop with them in close quarters contact. Its a tough road traveled. I coach college baseball. I believe in the vaccine. I dont demand or expect my players to be required to take the vaccine. Im vaccinated for several reasons. I trust us all to make informed choices",0.815068493150685,0.184931506849315,"Positive"
"1721","Nah yeah having your team go down for COVID 1) in the College World Series, 2) with the vaccine readily available, and 3) ESPECIALLY when ncaa lets you be COVID test exempt when fully vaccinated, simply cannot happen. Tough way to go out, but it really just sucks to suck",0.3125,0.6875,"Negative"
"1722","People not understanding why so many vaccinated people can get COVID even though the vaccine works extremely well is a compelling argument for teaching Bayes Theorem in grade school instead of just touching on it in college and grad school stats courses.",0.630872483221476,0.369127516778524,"Positive"
"1723","   Lmao, is there any college in Taiwan? Cause you really need go back to school for some brain exercise. Mocking your city is equal to make fun of the dead? Your own city chose to use European vaccine. You are the evil one using Muslim to spread propaganda.",0.328173374613003,0.671826625386997,"Negative"
"1724","  Forced compliance. Theres no science based reason for a college age athlete to get vaccinated. The potential and unknown long term impacts of the vaccine should be just as big as a concern as any potential long term effects of #COVID19.",0,1,"Negative"
"1725"," This kind of behavior has a long history and cannot be permitted. Youd be interested in my thread on vaccine avoidance in college football in 1907, which has a Razorback connection. ",0.5,0.5,"Negative"
"1726","Somehow the college football season was completed in the heart of the pandemic, before the vaccine was readily available, and did not include an equivalent incident in determining the national champion. Explain that   #NCState",1,0,"Positive"
"1727","If you want to talk politics or stuff like that, you can go talk to my head of sports medicine, Rob Murphy. directing people to ask a sports medicine guy about politics! nice! go pack! ",0.674242424242424,0.325757575757576,"Positive"
"1728"," Thats simply not true.  College athletes started getting the vaccine nearly a full month before everyone else in our age group and the vast majority of all collegiate teams in every sport that isnt like football with a hundred guys on roster have been fully vaccinated a while",0,1,"Negative"
"1729","Volunteers Ano Lt Akshay D Mandlik and 7 cadets of 1 Kar Armd Sqn Ncc, Blore B KAR &amp; GOA Dte get the 1st dose of covid vaccine before being deployed for zero contact COVID relief work at COVID care facility org by St Joseph College.#NCCYogdaan   ",1,0,"Positive"
"1730"," you are making it extremely hard to be a responsible person and get vaccinated. 90 minutes and counting, despite a 10:40 am vaccine appointment. No information, nothing except long queues at centennial college, progress Avenue. Disorganised af. ",0.566666666666667,0.433333333333333,"Positive"
"1731"," Pay attention to college football this year.  Many, many players will refuse the vaccine.  Will be interesting.",0.429054054054054,0.570945945945946,"Negative"
"1732","   *NC State has 6 positive COVID tests, 4 of whom were fully vaccinated and in fact played on Friday because as healthy college athletes who were vaccinated they literally didnt even notice and shouldve been given a chance to play with those who had a negative test or the vaccine",0.779411764705882,0.220588235294118,"Positive"
"1733","     Being a healthy, young, college baseball player has proven to be 99% more effective than a vaccine, sources say",1,0,"Positive"
"1734","    Ignorant comment. If you cared to watch the College World Series any, you would have noticed 20,000 fans packed in a stadium each night. Plus, the virus is not life threatening to those kids. If youre threatened by the virus, then go get the vaccine to make yourself feel safe.",0.62280701754386,0.37719298245614,"Positive"
"1735"," Theres no mask, vaccine, or distancing requirements inside the stadium for fans.. Covid for 18-22 year old college athletes is little to no risk at all. Let the boys play. Postpone if you have to. The NCAA is a joke",0.532258064516129,0.467741935483871,"Positive"
"1736","Play stupid games, win stupid prizes! ",0.582802547770701,0.417197452229299,"Positive"
"1737","Its beyond ridiculous. College age athletes have zero satirical risk from COVID. The fact so many had the vaccine and still tested positive proves again the tests are not diagnostic. There are way too many false positives.   Its a joke. Meant to scare the ignorant ",0.482035928143713,0.517964071856287,"Negative"
"1738","     Im not ignoring anything. Im vaxxed as well btw, so your description of me is very wrong. Difference is that Im not a healthy college athlete and yeah I dont want covid. But to Blame kids for not getting the vaccine, making it seem like its a no brainer decision? Ignorant",0.372781065088757,0.627218934911243,"Negative"
"1739"," The irony here is that upon admission to college ALL students must show vaccine records, so NC State ball players and their families were cool w vaccines when admitted to school, but not now ",0.718181818181818,0.281818181818182,"Positive"
"1740"," Which is ridiculous all round when you think the rate of risk for college age kids from Covid is minuscule while it is totally unknown for an experimental vaccine 2 years away from completing clinical trials.",0,1,"Negative"
"1741","Unreal. NC State, three wins away from a college World Series championship weve never won, is disqualified because of COVID spread. The skipper called the vaccine politics and now half his team is quarantined and ineligible. ",0.749077490774908,0.250922509225092,"Positive"
"1742","Do as we say or well ruin your best moments of your life!Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening ",0.435013262599469,0.564986737400531,"Negative"
"1743","college is a great place for life lessons, and when there is an insanely good vaccine for a virus you should get it is a great life lesson. im glad these kids had the opportunity to learn it. bummer about the baseball though. big sad. ",0.74798927613941,0.25201072386059,"Positive"
"1744"," Many hospitals still havent made it mandatory for staff to have the vaccine. Its crazy, but if they havent, its hard to see a college sports team going for that level of enforcement. But Im just speculating.",0.339449541284404,0.660550458715596,"Negative"
"1745","   when they start offering lotteries for a million dollars and free college tuition just to try to sucker people to get a vaccine is when you know they REALLY want you to get this thing. And that should really concern you.",0.622340425531915,0.377659574468085,"Positive"
"1746","COLUMN: If athletes refuse to get the vaccine, this weekends disaster at the College World Series will keep happening ",0,1,"Negative"
"1747"," Im worrying because my daughter has to get a vaccine to do a certain college course.",0.467532467532468,0.532467532467533,"Negative"
"1748","   No need to vaccinate. Healthy, young, and the vaccine does not prevent them from getting The China virus. The sample size of college and pro ball shows that no one is at risk on the field. It is a shame for these players",0.203065134099617,0.796934865900383,"Negative"
"1749","  Your research includes random anecdotes from unnamed sources about college baseball players who may or may not be telling the truth about whether they got the vaccine? Sounds really thorough.",1,0,"Positive"
"1750","Elliott Avent wanted to talk baseball, not vaccine politics, after Friday\s game. In the end, however, the political stuff kept the baseball from being played and ended NC State\s season",1,0,"Positive"
"1751","college sports never should have continued and definitely not without vaccine requirements",1,0,"Positive"
"1752","Stunning display of ignorance and lack of adult leadership costs NC State a chance to play in Finals of College Baseball World Series. Sad. NC State Wolfpack coach Elliott Avent declines talk on vaccine politics amid teams COVID issues at CWS ",0.469798657718121,0.530201342281879,"Negative"
"1753","     God forbid these healthy college athletes think for themselves and look at something other than what health experts say about this vaccine",0.675572519083969,0.324427480916031,"Positive"
"1754","ICYMI  NC State had just 13 players Friday because of COVID-related issues, and fell to Vandy 3-1 at the College World Series. Coach refused to say if any of them had been vaccinated the phrase play stupid games, win stupid prizes comes to mind. ",0.506172839506173,0.493827160493827,"Positive"
"1755","   Smart COLLEGE BASEBALL coaches MADE their players take a vaccine that doesnt have full FDA approval to win. It is like people dont even hear themselves talk",1,0,"Positive"
"1756"," Completely agree. Be smart and get the vaccine and youre taking out the most obnoxious team in college baseball.",0.636887608069164,0.363112391930836,"Positive"
"1757","its insane that the CWS is a maskless, public event with no capacity limits or vaccine requirements yet the college students who have worked their asses off to get to this point are being screwed. please see yourself out. lol.",0.411347517730496,0.588652482269504,"Negative"
"1758","Tim Corbin &gt; Elliott Avent(Also, Covid vaccine indignancy is a little rich when you consider that students have to be vaccinated against a lot of stuff to even attend college) ",1,0,"Positive"
"1759","  Last time I checked everybody has a choice if they want this vaccine or not theres plenty of professional and college athletes who havent gotten it. You dont always have to do everything this tyrant government we have in office right now tells you.",1,0,"Positive"
"1760","Wonder where NC State will hang their Forfeited the College World Series Because We Couldnt Get Our Players to Take the Vaccine banner?Truly a new rock bottom in 40 years of lows",0,1,"Negative"
"1761"," Really? NCAA could have avoided this whole mess by mandating the covid vaccine. Why is meningitis vaccine required to attend college but not covid vaccine?",0,1,"Negative"
"1762"," The coach\s statements on this - that any talk at all about vaccination is politics - are weird.  ",0,1,"Negative"
"1763","A note: , and in particular the H.U. College of Medicine, has taken a direct and active role in vaccinating members of the community ever since the vaccine became available earlier this year. The colleges dean is personally invested in making sure this effort succeeds.",1,0,"Positive"
"1764","I bet the NC State baseball team wishes for the vaccine now! Dumbasses. If you cant go to college, go to state",1,0,"Positive"
"1765","Accountability (noun) - being the manager/leader of college baseball players during a pandemic and not encouraging the vaccine because politics, apparently ",0,1,"Negative"
"1766","    Well if theyre brainwashed liberals then they wouldve gotten the vaccine and they wouldve been playing Vanderbilt today in the college World Series, seems pretty simple to me.",1,0,"Positive"
"1767","     Except when it comes to vaccines and masks, you CAN have it both ways. Ive got the vaccine to protect me but Im at risk of getting virus. Im wearing a mask to protect me but Im at risk because you dont.  Nothing random with college athletes get tested.",0.494623655913978,0.505376344086022,"Negative"
"1768","    I had a measles vaccine in college when it was going around because I had no record of it because I actually caught it in first grade. It wasnt a big deal. How can a health care provider espouse magic and hocus pocus and work in that field?",0.592233009708738,0.407766990291262,"Positive"
"1769","I have a hot take about the college baseball world series but instead Ill just remind everybody to get the vaccine. Please.",0.444,0.556,"Negative"
"1770","  So make examples out of the players who dont get vaccinated. The message is - force your players to get vaccinated or risk forfeiting games. However this opens college up to future lawsuits if we find out there are long term side effects to the vaccine. We just dont know yet",0,1,"Negative"
"1771","Our  Doctor up at Lake Tahoe this weekend and discussing NC State forfeit issue he says...50%+ College Age Kids show some myocarditis from getting regular Flu and about .0001% College Age Kids show it after Corona Virus Vaccine! Freaking Nuts they weren\t Vaccinated! ",0,1,"Negative"
"1772","  I have no idea, college athletes when infected can give it to non college athletes thou. My point was and still is, if those 2 unvaxed players that got it had gotten the vaccine the NCAA wouldnt have tested anyone on the team so competitively they screwed their teammates",0,1,"Negative"
"1773","NC State had to drop out of the College World Series due to COVID protocol, &amp; the coachs quote is If you want to talk baseball, well talk baseball, but not politics. WHY IS THE VACCINE CONSIDERED POLITICAL.",0.638888888888889,0.361111111111111,"Positive"
"1774","  Joel - how many college athletes have been hospitalized from COVID?  Im not an anti-vaccine guy because I got it because Im 56 but the stats just arent there for young healthy people",1,0,"Positive"
"1775","Media Release: Walk-In Appointments Available for Youth at COVID-19 Vaccine Clinics at Bancroft Legion, Loyalist College, and Picton ",1,0,"Positive"
"1776","Sounds like a sick and twisted way to push the Covid vaccine to college kids to me.",0.43010752688172,0.56989247311828,"Negative"
"1777","     Again, if the point of the vaccination is to keep people alive, and college athletes dont die if they get itwhy ruin these kids chance of a lifetime opportunity at the CWS? Youre the champion of the vaccine. Im just needing help understanding.",0.81767955801105,0.18232044198895,"Positive"
"1778","  Even before this update I heard talk how NFL teams have between 50-80% who have taken vaccine.  In the season if players test positive they could put others into quarantine and cost their teams games.   I expect college and pro coaches will use NCST has an example to push vaccin",1,0,"Positive"
"1779","Generally I enjoy your takes about college baseball but might I suggest now is not the moment nor is this players page the place for your vaccine rant. How about a little compassion here? ",0.645454545454546,0.354545454545455,"Positive"
"1780","Get vaccinated y\all, and if you\re in a position of authority don\t pass on encouraging people that rely on your leadership to do the same.Dismissing doing so as political or indoctrination is a weak dodge. What a terrible interview by the coach.",0.440909090909091,0.559090909090909,"Negative"
"1781","Our College community is getting the vaccine to #ProtectThePack Suzie Johnson is proudly wearing her #ITookTheShot sticker we look forward to welcoming students and employees back to the college in September! #TakeTheShot ",1,0,"Positive"
"1782","Karma acted swiftly on this one.",1,0,"Positive"
"1783","     The point is, the experimental vaccine doesnt prohibit you from getting it. There are ZERO deaths due to COVID in college athletics. Theres no point in NC State getting screwed like this. Im a Vandy fan too.",0.471861471861472,0.528138528138528,"Negative"
"1784","If anyone thinks healthy college baseball players should be taking a vaccine, they are the problem. Brainwashed and incapable of understanding science and personal Liberty.",0.534090909090909,0.465909090909091,"Positive"
"1785","#1. Anybody following College Worlds Series? NC State and their anti-vaxer ways really screwed themselves. Rules were get the vaccine and you will not be tested. Dont get the vaccine and you will be tested and subject to covid protocols. They had 14 players opt out! ",0,1,"Negative"
"1786","Oh wait its for college kids because theyre too stupid to get their vaccine already. Whatever Ill just buy my burritos idgaf chipotle forever",0,1,"Negative"
"1787"," I get that. But everyone one of those players already had to show proof of a different vaccine. In the world of college baseball youd think the CWS is a big enough deal for these kids, parents, schools, and coaches to make a smarter decision.",1,0,"Positive"
"1788","The return for pro and college sports should have been 100% vaccination of all players and others involved except those with valid medical waivers. That should have been the threshold. One hundred fucking percent. And no cutting the vaccine line.",1,0,"Positive"
"1789","Dont get the vaccine?  Run a higher risk of getting covid.........and get kicked out of the CWS.  Unbelievable.   Just get the jab.",0.460122699386503,0.539877300613497,"Negative"
"1790","#education usedgov: Attention college students! Take the pledge to become a #VaccineChampion at your school by:1 Getting the #COVID19 vaccine; and 2 Encouraging your friends to do the same.  ",1,0,"Positive"
"1791"," I dont understand how the athletics programs arent making the vaccine mandatory. My daughter had to have proof of vaccines just to attend college. Making the COVID vaccine mandatory for students to participate in an optional activity doesnt seem like a big stretch.",0.553398058252427,0.446601941747573,"Positive"
"1792","The sad fact that NC State are now out of the College World Series for Covid cases underscores many things. One is the obscene stupidity and selfishness of NFL players (and other athletes) refusing to get a vaccine. It isnt just about us. Any of us.",0,1,"Negative"
"1793","  Minuscule amount, 12 cases per 1 million doses, 0000.12 % and most of those were extremely mild. CDC STRONGLY recommends 12 and up get vaccine. COVID-19 itself is a higher risk to teens and college athletes, 2.3%. of those cases. Get the vaccine 12 and up.",0.705035971223022,0.294964028776978,"Positive"
"1794","The testing of young, healthy college athletes (vaccinated or unvaccinated) who have a better chance of dying of practically anything else other than COVID when the vulnerable population has had access to the vaccine for several months now, is an utter farce. ",0.608695652173913,0.391304347826087,"Positive"
"1795"," Throwing away the chance to play on the largest platform of college baseball because they refused to take the Covid vaccine.",0.666666666666667,0.333333333333333,"Positive"
"1796","Would be interesting to know if they refused to take the vaccine and cost their team mates the chance to win a CWS title. NC St. out due to protocols; Vandy to CWS finals - via  App ",0.795918367346939,0.204081632653061,"Positive"
"1797","NC State out of College World Series due to COVID-19 issues; Vanderbilt to finals. What?  Because of issues they cant say more?  What the hell?  In a country where they fire people for no vaccine we privacy issues we cant know why? Bullschif ",0,1,"Negative"
"1798","   If only there were a vaccine against #COVID19 widely available that the NCSU baseball players could take or some system of protocols available that they could have followed so they wouldnt get sick and kicked out of the College World Series. If only... #IdiotCoach",1,0,"Positive"
"1799","  Obviously vaccinations DONT WORK. Covid is fake.  The vaccine doesnt work. Awesome job by the  for ruining college kids experiences.  should drop out now. They know they would of got smoked by a better NC State team.",0.217993079584775,0.782006920415225,"Negative"
"1800","If only there were a vaccine against #COVID19 widely available that the NCSU baseball players could take or some system of protocols available that they could have followed so they wouldnt get sick and kicked out of the College World Series. If only... #IdiotCoach",1,0,"Positive"
"1801"," I wrote a thread about it this morning, but vaccine avoidance in college athletics has a long history. ",0,1,"Negative"
"1802","  Check with vaccine hunters. No appointments required. I got my second dose after waiting in line for around 90 min at woman college hospital and they open till 9 pm",0,1,"Negative"
"1803"," Youre aware you can still test positive with vaccine right? And also covid has contributed in zero deaths of college athletes.",1,0,"Positive"
"1804"," Nobody said the vaccine prevents you from getting the virus  but it does prevent you from being sidelined in the College World Series by contact-tracing. I have no idea why this is so complicated for you weirdos.",0.295698924731183,0.704301075268817,"Negative"
"1805","    Zero college baseball players have been seriously affected by COVID this year with or without the vaccine.  The protocol is a joke and has no logic since these two teams just played yesterday.",0.455598455598456,0.544401544401544,"Negative"
"1806","Your ass has 1M+ more chance to have a health problem with Flu than Corona Virus Vaccine if you 18 - 30 years old and we got people frightened to death of taking this Vaccine when it provides strong protection against Corona Virus and keep your Team + Ass in College World Series! ",0.224089635854342,0.775910364145658,"Negative"
"1807","Cant believe the guy who thinks this is about politics would chance a natty run over vaccines ",1,0,"Positive"
"1808","    ZERO college baseball players with or without the vaccine have been seriously affected by COVID this year.  The protocol is a joke and completely inconsistent with actual logic.",0.4,0.6,"Negative"
"1809","most anti-vax guys are also he let down his team by sitting out the bad boy mowers bowl guy so you would think the selfishness of not getting a vaccine when you\re in the college world series would resonatebut alas",0,1,"Negative"
"1810","Just an incredible self-own. Which is fitting because not getting the vaccine is the stupidest thing you can do. ",0,1,"Negative"
"1811","     Zero college baseball players were seriously affected by COVID with or without the vaccine this year.  The NCAA is not following the science.  Its a joke.",0.401069518716578,0.598930481283423,"Negative"
"1812"," Cant believe these college kids didnt get vaccinated! Obviously dont care about themselves or the well-being of others. This is why we just need to round up everyone under 40 and force them to get the vaccine.",0,1,"Negative"
"1813","With several cases of athletes in the news with breakout infections and this case where NC States baseball coach declined to say whether his players had been vaccinated, heres a thread on a football coach who encouraged players not to vaccinate in 1907.",1,0,"Positive"
"1814","    How can you say the benefits outweigh the risks when you dont know the risks? No one does. Plus, the risk of dying from covid as a college athlete is very low. The risk of a college athlete having heart issues, blood clots, or another side effect from the vaccine? We dont know",0.276679841897233,0.723320158102767,"Negative"
"1815","  and since youre so convinced they are awful humans for not getting the vaccine4 of them GOT THE VACCINE and still tested positive. Good on you for shaming college kids that dont have the exact same beliefs as you though!",0.766536964980545,0.233463035019455,"Positive"
"1816"," Very conflicted on this. On one hand theyre healthy college kids, some are vaxxed, so if they test negative its not that big of a risk to let even the exposed play. On the other I have no sympathy for you if you passed on vaccine.",0.473684210526316,0.526315789473684,"Negative"
"1817","This guy is a major part of the problem!  ",0,1,"Negative"
"1818","  Not true, go back through  tweets over the past several weeks and all he keeps spouting is that college athletes shouldnt get the vaccine because the data that shows they may get myocarditis. Ignoring the actual stats that show a .00004% of this happening.",0,1,"Negative"
"1819","at this point if you dont have the vaccine for covid, thats on you! We need to get things back to normal. If I remember correctly I couldnt even enroll for college unless I was vaccinated, now government is all scared &amp; shit of moronic science deniers and anitvaxxers ",0,1,"Negative"
"1820","if you dont seriously think that the fix was in on NC State by eliminating them from the College World series you havent paid attention.  its a ploy to make sure all college kids the dangerous vaccine. Most of those tests are likely false positives.",0.701492537313433,0.298507462686567,"Positive"
"1821","uhhhhh just overheard my mom say if my sister gets the vaccine theyre gonna stop paying for her college haha what the fuck",0.345394736842105,0.654605263157895,"Negative"
"1822","Many people sharing enthusiastic videos or pictures while getting the shot, say they didnt feel a thing --&gt; vaccine doesnt hurt.It a fine needle (23 or 25 in pic). In 2001 (tetanus vaccination in college) the idea of the needle being so thin none of us felt it was new. ",0.833333333333333,0.166666666666667,"Positive"
"1823","The racist traitor governor of Florida DeSantis hasnt said 1 thing about the condo disaster. But he has a lot to say &amp; do about voter suppression gerrymandering voter fraud forcing college students to ID there policy believes but not vaccine passports.HYPOCRITECY ",0,1,"Negative"
"1824","2nd Vaccine done exactly  21 days apart, thanks to the walk in at Bradford College ",1,0,"Positive"
"1825"," HiCan you help with the contact details of CMO of Burdwan Medical College and Hosp? Need to urgently contact him/her regarding Covid Vaccine certificate. None of my 4 family members have recd any certificate, ist dose vaccine taken over one month back",1,0,"Positive"
"1826"," my friend got his first vaccine shot yesterday and now hes teaching CRT at community college in Florida. Should he have worn a condom?",0.594736842105263,0.405263157894737,"Positive"
"1827","  Except vaccinated players apparently tested positive too. So the vaccine narrative doesnt work.",1,0,"Positive"
"1828"," I am here as a parent of a college student, who does not want her being used for medical data in the guise of a dangerous vaccine.. you had that chance to protect my child, to protect Ohios children &amp; workers but you dropped the ball. Stand up for us, we the voters!!!",0.656050955414013,0.343949044585987,"Positive"
"1829","There are already plenty of health and safety requirements to play college sports, from pre-season physicals to PED testing to following the concussion protocols. Why would adding the COVID-19 vaccine to the list of requirements cross a line for you? ",1,0,"Positive"
"1830"," Not really.  Follow the science. Vaccine available to all college students for quite some time.  They should blame themselves for not being socially responsible",0,1,"Negative"
"1831"," What an absolute joke. Its a damn cold for guys that age. Yeah force them to take a stupid vaccine thats causing the myocarditis that caused college football to panic. Ridiculous.",0.27012987012987,0.72987012987013,"Negative"
"1832","The NC State baseball coach views the vaccine as something political and  required indoctrination. If you want to talk politics talk to the head of sports medicine?!What an absolute failure of leadership.",0.264285714285714,0.735714285714286,"Negative"
"1833","We have a vaccine. They arent a threat to anyone.  ",1,0,"Positive"
"1834","  Earlier lutyen media cheered Housing Soc drive  led to fake vaccine drive now University n College drive.... Very soon fake vaccine news will surface....",0.337662337662338,0.662337662337662,"Negative"
"1835","    I just dont get it 18 year olds,  quick get your grab and go vaccine NOW. 17 year olds - continue attending college,  work,  public transport and just hope for the best",1,0,"Positive"
"1836","At this point, any team, college or pro, that has their season end because players wouldnt get a vaccine thats been readily available since at least March, deserves zero sympathy when their ignorance leads to the members of said team getting COVID.",0.5,0.5,"Negative"
"1837","            Thanks to Neil Fergusons modeling re Imperial College paper 16.3.2020, advising against elimination and advising social restrictions 12-18 months until vaccine was ready, research sponsored by Bill Gates. ",1,0,"Positive"
"1838","NCAA just like the Government wants to make examples out of people not vaccinated. College students with the rest of their lives to live. totally acceptable to not get vaccinated due to lack of studies on the vaccine. Such a horrible way for the dream season to end. God job NCAA! ",0.620553359683794,0.379446640316206,"Positive"
"1839","Reason 1,352 to get the Covid vaccine: You may be able to win the College World Series",1,0,"Positive"
"1840"," The players did not agree to any of these protocols. They had zero say. So essentially you are in favor or mandating that unpaid college athletes be forced to take vaccine?? Because thats sure what your heartless reaction looks like.",0.465189873417722,0.534810126582279,"Negative"
"1841"," The hypocrisy of this whole situation is unreal,assuming the NCAA is the one who allowed fans in the stadium? 20K fans with no vaccine/testing regulations.But you test college athletes most of whom likely never felt one side effect of COVID.  with yet another outrageous fail",0,1,"Negative"
"1842","Hahahahahaha with a response like this you know this dude didnt gaf if anyone on his team got vaccinated. And now look. All that hard work for nothing. Youre not better than a pandemic bc you choose not to believe it. Vaccines are literally free.",0.847826086956522,0.152173913043478,"Positive"
"1843","   Good to hear re children, but still worried about my 17 year old, just too young for the vaccine and out and about all the time,  college,  working etc.",0.413793103448276,0.586206896551724,"Negative"
"1844","I feel bad for the NC State players &amp; coaches who were fully vaccinated for their season to end like this. BUTunderstand what happens if you make the personal choice not to get vaccinated.  ",0.417721518987342,0.582278481012658,"Negative"
"1845","N.C. State baseball coach Elliott Avent on COVID-19 vaccine: I dont try to indoctrinate my kids. ",1,0,"Positive"
"1846","Dear , I have recieved first Dose of COVID -19 vaccine on 07/06/21 at DB Girls college kalibadi Raipur, But I didnt get any vaccination certificate/text message till now. By hearing all the fake vaccination center news, Im afraid now. ",0.303703703703704,0.696296296296296,"Negative"
"1847","On 15 July,   is hosting a free online event exploring the historical &amp; modern-day development of vaccination - from smallpox to #COVID19.Join us for what promises to be a fascinating discussion with ,  &amp; others  ",1,0,"Positive"
"1848"," So glad my last child just graduated from high school. She finished her senior year online because of the ridiculous rules the school had in place, masks be worn on school property even if outside &amp; alone. She will take remote college courses. She will NOT get that vaccine.",0.329608938547486,0.670391061452514,"Negative"
