"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","deenanath","have","navail","nslot","shivajinagar","high","pvt","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","nage","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","plai","effect","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","bmcc","hospit","di","risk","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","center","commun","jab","privat","free","make","athlet","scholarship","kid","st","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","pm","nmin","nnaval","vaccinepun","code","pin","cowin","ndate","limit","covishield","nvaccin","student","medic","pune","ag","ndose","capac"
"american",0,1,1,0,0,0,0,1,0,0,4,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,64,2,0,1,0,0,0,1,1,1,0,0,1,2,4,1,2,10,1,1,0,0,0,0,1,0,8,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,1,0,4,1,0,1,0,0,0,0,0,2,0,0,1,1,1,2,2,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,1,3,0,0,0,2,2,15,0,0,0,2,0,1,0,1,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,2,0,0,4,3,0,1,0,0,7,4,5,1,5,4,2,3,10,3,1,2,1,0,0,0,0,0,0,0,1,0,0,7,1,0,2,0,0
"call",1,1,0,0,1,0,1,1,1,1,1,0,0,4,0,1,1,0,1,0,2,1,0,2,1,0,3,0,1,0,0,0,0,4,2,0,0,0,1,0,0,0,1,1,2,2,0,0,1,0,1,2,0,0,1,2,64,0,2,0,1,1,0,2,0,1,0,1,1,1,0,9,1,0,0,1,0,0,0,0,2,1,1,3,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,2,0,1,0,10,0,1,5,0,1,3,1,3,10,0,2,1,1,0,1,1,1,1,0,3,0,1,0,0,1,1,1,0,4,1,1,1,1,0,3,2,3,2,1,0,2,0,1,1,1,0,0,1,0,0,1,3,3,1,3,3,5,1,4,0,1,0,1,1,1,3,4,0,2,2,0,1,1,0,0,4,2,1,2,4,2,1,4,4,2,2,4,3,1,3,3,1,11,4,4,2,5,4,3,2,1,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0
"tuition",3,0,0,23,0,1,0,2,2,2,0,0,0,0,2,2,1,1,0,0,3,0,4,7,0,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,64,0,0,0,0,1,0,4,0,1,0,0,0,1,0,3,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,3,1,23,1,0,1,6,0,5,1,2,3,0,0,0,0,1,1,0,0,0,3,30,0,0,2,0,1,24,0,0,26,31,0,0,4,0,0,1,0,1,2,10,0,1,4,0,1,0,0,0,0,0,5,0,0,2,0,0,18,3,1,26,1,0,7,0,4,1,3,5,0,1,34,7,3,5,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0
"immun",1,2,0,0,0,3,1,0,0,0,3,0,2,1,1,1,1,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,1,1,2,0,0,1,5,0,0,2,0,0,1,2,0,65,1,0,1,1,0,0,0,2,2,0,0,3,0,4,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,5,0,0,1,1,2,2,1,2,3,0,0,0,2,0,0,1,2,0,1,1,0,4,3,4,1,1,2,0,0,0,4,3,2,1,0,1,2,1,1,1,0,0,0,1,2,4,1,1,0,7,4,1,3,0,1,0,0,0,6,1,0,1,2,1,2,3,0,2,2,1,0,0,0,5,1,1,0,4,9,2,1,2,0,0,1,7,1,5,1,1,3,0,1,1,3,0,1,4,0,5,2,1,13,3,7,1,6,9,4,6,6,0,0,0,0,0,0,0,0,0,0,0,17,4,0,2,0,0
"opinion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,4,1,0,0,1,0,7,1,1,0,0,0,3,0,0,48,0,1,1,0,0,0,0,1,0,0,0,1,65,0,0,1,1,0,0,1,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,1,0,0,11,0,0,40,1,0,0,1,1,0,0,0,0,4,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,2,0,4,0,0,1,49,0,0,0,22,0,49,0,0,0,0,0,1,51,0,3,0,0,1,11,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
"slot",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,65,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,4,0,5,1,1,0,2,0,1,0,0,0,0,23,0,0,0,3,0,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,3,1,0,0,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,5,1,0,25,0,2,0,24,1,0,0,0,2,0,2,1,0,1,1,0,0,5,0,32,0,2,0,0,0,0,23,8,6,0,22,23,2,8,0,27,0,0
"certif",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,66,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,25,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,25,2,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,2,3,1,1,0,1,29,1,0,0,7,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,18,0,0,2,0,0,0,0,0,1,0,4,2,1,0,5,1,1,1,1,2,0,0,0,5,2,6,0,0,0,0,1,1,2,2,13,6,0,0,0,0,0,0,6,0,0,1,1,4,2,0,0,0,0
"your",0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,2,0,0,0,0,0,2,1,0,0,0,1,1,0,1,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,0,0,66,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,0,0,0,2,2,1,2,5,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,2,3,0,3,3,1,3,1,0,2,0,1,0,0,4,11,0,1,1,0,1,1,0,0,2,1,0,0,3,3,1,4,3,4,2,1,0,0,1,4,2,1,1,5,12,0,0,1,2,1,1,0,0,2,2,1,0,1,1,0,3,6,2,7,2,1,2,2,0,2,16,3,2,9,5,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"doctor",0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,2,0,1,2,0,1,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,0,0,1,0,0,1,67,1,1,0,1,0,0,1,2,0,0,0,0,4,0,0,1,2,0,2,2,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,4,1,4,0,0,1,0,0,0,0,4,1,0,0,2,1,4,0,0,0,0,0,0,0,1,4,0,1,3,1,1,2,0,2,3,0,4,0,2,3,0,2,1,3,0,1,2,1,0,1,0,0,0,0,5,3,3,0,3,0,1,2,0,0,1,4,4,1,2,0,1,1,0,0,4,1,0,3,1,2,3,2,0,0,1,0,3,2,1,0,3,2,1,7,3,2,7,9,0,2,10,6,8,2,0,0,0,0,1,0,0,0,0,1,0,7,10,0,4,0,0
"incent",0,0,2,1,0,0,1,22,2,7,1,0,0,1,1,0,0,1,1,0,3,0,3,2,1,12,0,5,0,1,4,0,1,2,0,1,1,0,5,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,3,1,0,4,0,0,0,0,0,1,67,1,0,0,6,2,1,0,6,2,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,3,1,1,0,0,1,0,1,1,0,0,10,0,4,22,0,0,1,0,0,0,5,0,5,1,0,0,2,4,20,0,1,1,1,3,0,0,1,0,0,0,0,2,10,0,0,1,0,5,3,1,6,1,15,3,0,19,0,0,0,0,0,1,11,0,1,2,0,0,0,0,0,8,2,10,0,1,1,9,0,14,2,0,25,0,0,3,2,7,1,1,3,0,2,3,1,2,3,1,0,0,0,0,0,0,0,1,0,0,15,1,0,1,0,0
"parent",0,1,2,1,0,1,2,0,2,1,0,0,0,2,1,1,2,0,1,0,0,0,0,4,1,0,0,0,0,1,0,1,3,1,1,0,0,0,2,1,0,1,0,2,2,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,67,0,2,1,0,2,0,0,0,0,0,2,0,0,1,2,2,2,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,3,1,2,0,1,2,0,1,1,1,1,0,2,1,1,1,2,0,1,0,1,3,0,2,2,1,0,4,2,4,3,1,1,1,7,3,0,0,1,5,1,0,0,2,1,1,1,3,3,1,0,2,1,0,0,1,0,3,1,5,0,1,2,5,1,1,0,0,0,1,1,2,2,2,2,0,1,2,6,1,3,16,4,3,2,3,3,4,8,3,9,2,4,2,10,2,0,0,0,1,0,0,0,0,0,0,12,2,0,12,0,1
"elig",0,0,1,0,0,1,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,2,0,3,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,5,0,0,2,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,68,1,0,3,5,0,4,5,0,8,3,2,0,0,1,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,1,0,1,8,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,5,2,15,3,1,1,2,2,2,0,4,1,1,2,0,7,1,0,5,2,0,3,1,7,0,0,0,1,0,0,1,4,2,7,0,0,3,1,5,0,2,0,0,3,0,12,0,0,0,0,2,2,22,1,2,7,3,0,0,3,2,0,5,6,0,0,2,10,7,5,2,0,19,1,9,1,11,1,0,7,5,16,0,3,15,16,9,4,0,0,0,1,0,0,0,7,1,0,28,1,0,13,0,0
"friend",0,0,0,0,0,3,1,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,12,1,3,0,0,0,1,1,0,2,0,1,0,1,0,1,1,0,1,2,0,0,5,0,0,2,1,2,0,3,2,1,1,1,0,2,2,2,0,1,1,0,2,1,68,2,0,3,1,2,0,2,0,1,0,0,1,8,0,2,0,1,2,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,3,1,0,2,0,2,2,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,5,1,2,0,2,0,0,0,0,1,0,1,1,0,0,3,1,0,0,1,0,0,2,0,1,5,0,0,3,0,0,0,1,0,0,0,0,1,0,1,5,0,6,0,3,0,4,0,0,0,3,2,4,2,0,1,1,1,0,2,2,0,2,0,1,4,3,0,0,5,5,0,0,0,0,2,3,2,1,5,1,3,3,5,5,3,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0
"hous",3,0,3,0,0,2,0,1,2,0,3,0,0,1,0,1,0,0,1,0,2,0,0,2,1,0,0,36,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,6,1,0,2,68,14,1,0,2,2,0,0,0,0,1,1,0,1,1,2,2,0,6,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,2,0,1,1,1,1,0,0,0,2,1,1,4,1,6,0,3,0,2,0,1,3,0,0,0,1,0,1,0,0,0,1,0,2,8,1,1,0,2,0,0,0,0,2,1,0,0,1,0,7,1,4,3,1,0,3,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,0,0,1,7,0,0,9,7,0,0,2,1,13,4,3,2,2,6,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,14,1,0,1,0,0
"join",5,0,5,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,3,1,0,0,0,4,1,0,0,0,0,1,0,0,2,0,3,0,14,68,2,0,1,8,0,0,0,0,3,1,0,2,0,3,0,0,4,0,31,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,3,0,0,0,3,0,0,0,1,1,1,1,1,4,1,1,0,1,0,1,2,3,5,0,6,0,0,0,0,8,0,1,0,0,0,0,1,0,0,1,1,1,5,0,0,0,0,1,0,0,0,4,2,0,1,0,0,4,4,3,2,3,0,0,0,0,0,1,0,0,0,9,1,1,0,3,0,0,0,0,0,0,3,3,0,0,16,0,2,1,1,0,1,0,4,16,1,5,2,5,5,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0
"safe",0,1,1,0,0,1,0,0,1,0,0,0,2,1,2,1,1,1,3,0,1,0,0,2,3,1,0,0,1,0,0,0,5,0,0,1,2,0,0,1,0,0,0,2,1,0,0,0,1,1,2,1,0,0,1,1,0,1,3,2,1,1,2,1,1,2,5,3,1,2,68,1,0,8,4,0,1,0,1,2,0,2,0,1,2,0,0,0,6,1,0,0,2,1,0,0,0,0,0,2,0,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,2,0,3,1,2,1,0,0,0,1,1,0,2,0,2,0,2,0,2,3,0,0,1,0,4,3,1,2,7,0,2,1,0,0,2,2,0,2,2,0,4,2,2,3,3,0,3,1,2,0,0,3,6,1,11,4,1,2,6,0,4,2,0,0,2,0,0,2,0,8,0,0,11,7,4,4,7,1,8,5,3,4,1,4,1,9,13,3,5,8,1,0,0,0,0,0,0,0,0,0,1,15,4,0,4,0,0
"case",0,0,1,0,0,1,1,0,1,0,3,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,1,4,0,1,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,2,2,9,0,0,0,1,2,0,2,0,0,0,1,0,0,1,69,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,3,5,0,9,3,0,7,0,1,3,0,3,1,2,1,8,4,0,2,2,1,0,1,0,0,0,2,2,0,2,2,1,1,1,1,0,0,4,0,0,1,0,1,3,1,2,0,1,0,2,4,1,0,1,2,0,0,1,0,1,1,7,0,3,3,2,0,3,3,4,3,1,0,1,2,1,0,6,3,1,2,4,0,3,3,0,0,3,0,0,0,8,0,2,1,3,3,5,2,8,4,2,5,9,3,7,2,1,0,0,0,0,0,0,0,0,0,0,6,1,0,7,0,0
"includ",2,1,1,1,0,3,1,2,0,3,0,1,0,1,0,1,1,0,0,0,2,2,4,2,0,0,1,10,1,1,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,5,0,1,10,1,3,4,0,0,0,0,0,6,0,4,2,2,1,0,1,69,0,2,0,2,2,1,1,1,8,0,0,0,1,1,2,1,6,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,3,0,1,0,1,0,1,1,0,0,2,4,2,3,0,1,1,3,1,1,1,4,0,1,2,0,0,1,0,0,0,1,0,4,2,4,0,0,0,10,1,1,1,0,1,0,1,1,0,2,0,1,3,4,1,2,3,1,2,3,3,0,8,5,1,2,11,0,4,0,6,2,1,9,1,4,2,0,1,0,2,0,1,0,7,0,0,5,2,2,3,2,0,19,2,1,9,8,5,9,4,7,2,3,2,4,8,6,0,0,0,0,0,0,0,0,3,0,0,16,5,0,4,0,0
"learn",4,0,2,0,0,0,0,1,6,1,0,12,0,2,1,1,6,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,12,1,1,0,0,0,0,12,1,2,0,2,0,0,11,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,5,0,2,8,8,1,0,69,1,1,0,0,1,1,1,2,0,1,1,0,1,0,4,0,0,0,0,6,0,0,0,0,0,1,0,0,7,12,0,0,1,3,12,0,2,7,0,0,0,0,0,3,2,3,1,2,1,0,0,2,1,2,2,7,0,0,7,0,13,4,6,0,0,3,1,1,0,1,1,2,0,2,8,5,0,0,0,1,13,0,1,3,2,0,1,0,0,3,0,0,4,0,1,1,0,9,0,1,0,1,13,8,14,0,1,5,0,0,0,0,0,0,1,2,0,0,7,1,0,7,2,0,7,2,0,9,3,14,14,2,17,0,3,2,9,10,4,1,0,0,0,0,0,0,0,0,0,0,24,2,0,2,0,0
"life",0,0,1,0,0,1,1,0,0,2,1,2,0,1,0,0,3,0,1,0,1,0,0,4,2,0,0,1,4,2,1,2,1,0,1,2,0,0,2,1,0,2,0,2,1,0,3,0,2,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,3,0,0,2,0,0,4,0,2,1,69,0,3,0,0,1,0,2,1,0,1,2,0,0,0,3,3,0,3,0,0,0,0,0,0,2,0,0,2,0,1,3,0,4,0,1,0,0,0,0,2,1,2,0,2,2,6,1,2,1,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,2,5,5,2,2,0,2,3,5,2,2,1,1,1,0,0,0,3,0,0,1,4,0,2,1,5,2,2,0,0,3,4,2,3,3,1,6,1,0,2,6,0,1,2,1,6,6,1,2,0,0,4,7,5,2,4,2,3,3,5,4,3,1,0,4,7,11,2,13,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,0
"north",0,0,0,26,1,1,1,0,1,13,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,27,0,0,0,1,1,0,0,1,0,1,0,26,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,69,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,12,0,0,13,27,0,0,26,0,1,1,4,0,0,0,7,0,1,11,0,0,0,1,6,1,0,0,1,0,0,3,0,1,8,0,0,1,0,0,0,1,1,13,22,0,14,0,0,0,0,0,2,4,1,0,4,0,0,30,1,1,1,2,1,30,6,2,0,7,2,0,0,12,0,2,1,2,31,0,2,2,12,1,2,7,5,10,1,0,0,0,0,0,0,0,6,0,0,9,0,0,8,0,0
"stop",0,1,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,2,0,0,2,2,1,0,0,0,0,3,1,1,4,3,2,1,0,0,0,3,1,0,1,2,1,1,0,0,0,0,1,0,0,0,4,0,2,3,1,0,0,1,0,2,0,3,0,69,1,0,2,2,2,2,1,1,2,1,1,1,1,4,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,2,2,2,0,0,1,0,1,2,2,1,1,0,4,1,1,2,1,4,1,0,5,0,1,0,1,0,1,1,0,4,0,1,1,0,3,0,0,1,0,2,2,1,3,2,6,1,3,0,1,0,0,0,5,1,0,3,4,3,0,4,0,2,2,1,0,1,2,4,4,2,1,3,7,0,0,3,2,1,0,0,2,3,4,1,0,3,0,2,7,1,1,3,4,5,1,2,9,3,7,1,8,11,6,2,9,0,0,0,0,0,0,0,0,2,0,0,19,6,0,6,0,0
"hunter",3,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,1,70,0,0,1,0,2,0,0,1,0,68,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,5,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,50,6,0,1,0,0,1,50,0,53,1,0,20,6,67,1,7,11,3,6,1,0,0,0,0,0,0,0,2,0,0,16,0,0,14,0,0
"institut",3,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,0,1,0,0,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,25,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,70,2,0,0,0,0,2,0,2,0,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11,20,1,0,0,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,25,9,0,0,0,1,0,0,11,0,0,1,2,10,1,0,0,0,0,0,3,0,0,15,4,0,0,0,0,0,0,0,0,11,0,0,1,0,0,4,0,0,1,6,0,1,0,0,6,11,2,4,3,7,0,18,0,2,10,7,0,0,0,0,0,0,0,0,0,1,0,23,2,0,0,0,0
"scienc",0,1,0,0,0,2,2,0,0,0,2,0,2,6,0,1,3,0,1,1,0,0,0,0,0,1,3,1,3,0,0,3,2,0,1,1,0,1,1,5,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,1,2,1,0,1,0,1,0,1,1,1,2,0,1,1,1,1,2,0,2,70,0,1,2,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,2,4,1,0,2,0,0,0,1,1,2,2,1,3,3,1,2,1,0,5,0,0,1,0,0,0,4,1,2,1,1,3,1,1,2,0,1,2,0,0,2,3,5,0,3,5,0,1,0,0,6,0,0,0,3,1,0,0,1,1,0,3,0,3,1,0,0,0,0,4,3,1,0,1,5,1,0,3,3,0,0,0,2,0,3,0,1,0,1,1,4,5,0,3,2,5,3,3,2,6,9,0,8,9,4,1,4,1,0,0,0,0,0,0,0,0,0,0,12,2,0,5,0,0
"son",0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,2,0,0,3,1,0,0,0,0,1,0,0,4,0,2,0,4,2,0,0,0,1,1,1,1,6,0,0,2,0,0,0,1,0,1,0,2,0,1,0,0,1,0,2,0,2,1,8,0,0,0,1,1,1,0,0,2,1,0,0,70,0,2,4,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,1,1,0,1,0,2,1,2,1,0,1,0,0,0,0,2,2,2,0,0,0,1,2,0,1,1,4,0,0,1,0,2,2,4,1,1,1,1,3,0,2,1,0,0,1,0,3,1,1,2,1,0,0,1,0,0,0,5,1,4,4,0,5,2,2,3,4,0,1,1,0,0,0,3,12,3,2,1,3,5,0,0,5,0,1,1,2,1,4,0,2,2,5,1,1,5,2,1,8,1,3,3,2,4,1,11,4,12,3,11,2,3,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0
"adult",1,1,0,0,0,0,2,0,0,2,0,0,4,2,0,1,0,0,0,2,0,1,0,0,2,0,0,9,0,0,5,1,0,0,2,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,8,1,1,1,0,0,0,1,0,1,2,0,0,1,2,2,1,8,2,2,0,2,0,0,1,0,71,1,0,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,1,0,2,1,6,0,0,0,2,0,0,2,1,0,2,2,2,1,3,4,1,3,3,6,0,0,0,0,1,0,2,2,0,0,1,2,2,2,7,0,0,1,2,1,1,3,5,0,1,0,0,2,1,0,1,1,0,2,1,6,2,26,9,2,0,6,0,1,3,4,3,1,0,1,3,3,0,1,2,1,0,0,1,6,2,1,2,0,2,1,2,4,8,5,3,5,3,6,5,4,4,2,10,9,8,2,6,3,0,0,0,0,0,0,0,0,0,0,9,1,0,12,0,0
"govern",0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,6,1,0,0,0,0,1,1,0,0,1,0,0,4,0,1,0,2,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,2,0,2,1,0,0,0,0,0,1,0,2,2,0,2,2,1,71,0,1,0,1,2,0,2,1,1,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,4,5,0,1,3,2,0,2,5,1,3,1,0,1,1,0,1,2,0,1,1,2,9,1,1,0,1,0,1,0,1,3,0,0,1,2,3,1,2,0,1,1,1,2,1,1,1,0,1,0,1,2,12,2,5,2,0,1,2,1,0,0,4,2,1,1,1,0,3,3,1,2,1,0,3,1,2,2,1,0,3,0,4,4,4,3,1,1,1,5,3,3,1,1,4,5,6,4,6,7,5,6,0,0,0,0,1,0,1,0,0,3,1,16,4,0,3,0,0
