"","clean_text","date","text","retweet_count","favorite_count","reply"
"2866","Dont blame  for this. If you as the coach dont see the potential risk then thats on you.  . Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happe... ",2021-06-27 00:58:25,"b""Dont blame @NCAACWS for this. If you as the coach dont see the potential risk then thats on you. @NCStateBaseball . Opinion: If athletes won't get vaccine, this College World Series disaster is going to keep happe... https://t.co/Q42dJYXsmb via @Yahoo""",0,0,0
"2867","What happened to NC State baseball is a globalist threat to all young people who choose not to take their mystery vaccine. College sports is tainted",2021-06-27 00:56:03,"b'What happened to NC State baseball is a globalist threat to all young people who choose not to take their mystery vaccine. College sports is tainted'",104,576,0
"2868","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1161,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-27 00:43:56,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1161,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2869"," Really? Can you please explain why you think mandating an EUA vaccine for college students will help things? Have you even researched the side effects young adults are facing with heart inflammation?",2021-06-27 00:43:05,"b'@MarkHerringVA Really? Can you please explain why you think mandating an EUA vaccine for college students will help things? Have you even researched the side effects young adults are facing with heart inflammation?'",0,1,1
"2870","I have my 1st shingles outbreak in 5 years. I swear its because Im stressed out about my daughters college requiring the vaccine and trying to get her an exemption. The reason for her exemption? Shingles. Go figure.",2021-06-27 00:30:15,"b'I have my 1st shingles outbreak in 5 years. I swear its because Im stressed out about my daughters college requiring the vaccine and trying to get her an exemption. The reason for her exemption? Shingles. \n\nGo figure.'",1,11,0
"2871","  Not with Trevor...youre going to tell me that a group as large a college football team didnt have contact tracing when a vaccine was unavailable, yet a team who is half vaccinated is fully ruled out? No sale for me, sorry",2021-06-27 00:15:12,"b""@JoshGrahamRadio @Jason_epi Not with Trevor...you're going to tell me that a group as large a college football team didn't have contact tracing when a vaccine was unavailable, yet a team who is half vaccinated is fully ruled out? No sale for me, sorry""",0,0,1
"2872","Sure seems that if NC State had a vaccination requirement like Vandy, theyd still be playing in the College World Series(which is a sign that you should text your ZIP Code to 438829 to find a vaccine near you) ",2021-06-27 00:10:42,"b'Sure seems that if NC State had a vaccination requirement like Vandy, theyd still be playing in the College World Series(which is a sign that you should text your ZIP Code to 438829 to find a vaccine near you) https://t.co/wPexJXRC4y'",7,10,0
"2873"," Youre starting from a false premise that college athletes (read: young, healthy humans) need a Covid 19 vaccine in the name of public health.  Why couldnt they play in masks?  #maskssavelives",2021-06-27 00:10:05,"b'@EvanDonovan Youre starting from a false premise that college athletes (read: young, healthy humans) need a Covid 19 vaccine in the name of public health.  \nWhy couldnt they play in masks?  #maskssavelives'",0,0,1
"2874","Reason #1.9M anyone under the age of 40-50 shld avoid vaccine.  What good does it do? Most educators from K - College are a bunch of idiots who could never work in non-taxpayer funded jobs. Idiots who make idiotic decisions.    ",2021-06-27 00:08:56,"b'Reason #1.9M anyone under the age of 40-50 shld avoid vaccine.  What good does it do? Most educators from K - College are a bunch of idiots who could never work in non-taxpayer funded jobs. Idiots who make idiotic decisions.  @ClayTravis  https://t.co/yubrgvzjrB'",0,0,0
"2875"," Husband and I lucky to be 1st tier of teachers offered vaccine in our school districts (Feb.). Daughter at college had covid in Nov.-got her vaccine as soon as she could. Full recovery, but she was miserable. Taste and smell took months to come back. 15 yr old taken care of!",2021-06-27 00:08:12,"b'@labyrinthweaver Husband and I lucky to be 1st tier of teachers offered vaccine in our school districts (Feb.). Daughter at college had covid in Nov.-got her vaccine as soon as she could. Full recovery, but she was miserable. Taste and smell took months to come back. 15 yr old taken care of!'",0,0,1
"2876"," Regardless, young adults are simply not at risk to Covid. There is zero data supporting the hypothesis that college age adults need to be vaccinated for their health. There is new data coming out that more people in that age group have been hospitalized from the vaccine than cvd",2021-06-27 00:07:50,"b'@TheRoamingVOL Regardless, young adults are simply not at risk to Covid. There is zero data supporting the hypothesis that college age adults need to be vaccinated for their health. There is new data coming out that more people in that age group have been hospitalized from the vaccine than cvd'",0,1,1
"2877","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1159,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-27 00:04:36,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1159,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2878","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1160,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 23:59:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1160,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2879","Wake the f up people!!!! Cant require to ask about vaccine status but by god you have to tell your political views for college! ",2021-06-26 23:58:46,"b'Wake the f up people!!!! Cant require to ask about vaccine status but by god you have to tell your political views for college! https://t.co/97rOrbj4m9'",0,2,0
"2880","It was long and laborious but we did it. If we had a vaccine then, we would have done more than strongly encourage our young men to get it.  The problem is that people have politicized getting vaccinated &amp; its done more than stop a team from playing in the College World Series.",2021-06-26 23:58:40,"b'It was long and laborious but we did it. If we had a vaccine then, we would have done more than strongly encourage our young men to get it.  The problem is that people have politicized getting vaccinated &amp; its done more than stop a team from playing in the College World Series.'",0,0,1
"2881","  The fact that heart complications are a known side effect for a vaccine that provides little protection for college age players makes all of this irrelevant. Testing at the CWS is beyond stupid",2021-06-26 23:58:12,"b'@TMooreThunder @nextlevelbb The fact that heart complications are a known side effect for a vaccine that provides little protection for college age players makes all of this irrelevant. Testing at the CWS is beyond stupid'",0,2,1
"2882","My state had a vaccine lottery $1M was the jackpot, a full scholarship to state college, &amp; idk what other prizes. We still are not at 50%.",2021-06-26 23:51:08,"b'My state had a vaccine lottery $1M was the jackpot, a full scholarship to state college, &amp; idk what other prizes. We still are not at 50%.'",0,0,0
"2883","This isnt new. When I got to college the school made me get a chicken pox vaccine before I could play football. You definitely not getting into college without the MMR shot. Colleges have always had mandatory vaccination ",2021-06-26 23:50:04,"b'This isnt new. When I got to college the school made me get a chicken pox vaccine before I could play football. You definitely not getting into college without the MMR shot. Colleges have always had mandatory vaccination https://t.co/mktGCr4SFX'",0,1,0
"2884","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1162,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 23:38:36,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1162,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2885","#NCAA pushing to use college kids for an experimental vaccine. College kids are not guinea pigs",2021-06-26 23:29:59,"b'#NCAA pushing to use college kids for an experimental vaccine. College kids are not guinea pigs'",0,1,0
"2886","As someone who pays no attention to sports:  are Rs rigging sports college and/or professional, the same way they do elections?   are they telling their athletes to take the vaccine?",2021-06-26 23:24:49,"b'As someone who pays no attention to sports:  are Rs rigging sports college and/or professional, the same way they do elections?   are they telling their athletes to take the vaccine?'",0,0,0
"2887"," Our vaccine supply changed! We have Pfizer and Moderna at the Centennial College clinic now.",2021-06-26 23:10:50,"b'@Unmpresd_vrtual Our vaccine supply changed! We have Pfizer and Moderna at the Centennial College clinic now.'",0,3,1
"2888","  Youre a joke lets get a vaccine that was whipped up in a year as a college athlete in prime condition. Yeah at 21 I would get it and still didnt get it at my age.",2021-06-26 23:07:30,"b'@coreyeddy6 @KendallRogers Youre a joke lets get a vaccine that was whipped up in a year as a college athlete in prime condition. Yeah at 21 I would get it and still didnt get it at my age.'",0,0,1
"2889","Welp. Color me not surprised. ",2021-06-26 23:03:44,"b'Welp. Color me ""not surprised."" https://t.co/P92URWCu66'",0,0,0
"2890","Some might think why didnt they get vaccinated? They would still be playing. Heres why. Vaccines became available during the college baseball season. Many players suffer side effects from vaccine. When trying to compete at that level, the last thing you need are side effects.",2021-06-26 22:48:49,"b'Some might think why didnt they get vaccinated? They would still be playing. Heres why. Vaccines became available during the college baseball season. Many players suffer side effects from vaccine. When trying to compete at that level, the last thing you need are side effects.'",56,766,0
"2891"," Also, I quite remember being required to get a vaccine to enroll in college, as well as walking around with a bubble on my arm the first week of class to make sure I didnt have TB.",2021-06-26 22:41:38,"b'@BrianMFloyd Also, I quite remember being required to get a vaccine to enroll in college, as well as walking around with a bubble on my arm the first week of class to make sure I didnt have TB.'",0,5,1
"2892","College vaccine mandates rile GOP statesConservative state lawmakers are moving to blockuniversities from requiring returning students to have proof of Covid vaccinations or get the vaccine  the GOP figures they havent murdered enough people yet.",2021-06-26 22:38:26,"b'College vaccine mandates rile GOP states\n\nConservative state lawmakers are moving to blockuniversities from requiring returning students to have proof of Covid vaccinations or get the vaccine  the GOP figures they havent murdered enough people yet.\n\nhttps://t.co/yt8tzootqj'",1,0,0
"2893","  If I research, Ill find out these healthy college athletes (even if they arent vaccinated) are more likely to die by their team bus crashing on the way home than from Covid.  Im not against the vaccine, just societys stupid protocols that make no sense",2021-06-26 22:28:48,"b'@Didi52243214 @aaronfitt If I research, Ill find out these healthy college athletes (even if they arent vaccinated) are more likely to die by their team bus crashing on the way home than from Covid.  Im not against the vaccine, just societys stupid protocols that make no sense'",0,2,1
"2894"," I dont necessarily know how I feel about it as someone who just graduated from college the vaccine is excellent and protects you so you dont need to worry about others status. But its definitely a thing at a lot of schools and Id bet ADs like that they dont have to deal.",2021-06-26 22:22:15,"b'@ChaseDeamer I dont necessarily know how I feel about it as someone who just graduated from college the vaccine is excellent and protects you so you dont need to worry about others status. But its definitely a thing at a lot of schools and Id bet ADs like that they dont have to deal.'",0,1,1
"2895","Elliott Avent is knocking on 70 yet thinks science is political and considers following protocol indoctrination. NC State has SIXTEEN players to blame for their College World Series exit - the ones who refused the vaccine - and no one else. Actions have consequences.",2021-06-26 22:17:25,"b'Elliott Avent is knocking on 70 yet thinks science is political and considers following protocol indoctrination. NC State has SIXTEEN players to blame for their College World Series exit - the ones who refused the vaccine - and no one else. \n\nActions have consequences.'",1,3,0
"2896","After two Doses of a COVID-19 Vaccine people can pass on and have symptoms of the Delta Variant, now 95% of Cases. WHO says Face Masks, Social Distancing &amp; COVID-19 Boosters are still required. Imperial College REACT2 Study found 2M+ in England have Long-COVID after Three Months.",2021-06-26 22:10:52,"b'After two Doses of a COVID-19 Vaccine people can pass on and have symptoms of the Delta Variant, now 95% of Cases. WHO says Face Masks, Social Distancing &amp; COVID-19 Boosters are still required. Imperial College REACT2 Study found 2M+ in England have Long-COVID after Three Months.'",0,1,0
"2897","Striking out at the College World Series, over the Covid vaccine  ",2021-06-26 22:02:40,"b'Striking out at the College World Series, over the Covid vaccine  https://t.co/aB8hVWRBO9'",0,0,0
"2898"," yall did it. The media &amp; i mean all of u repeated trumps bullshit over &amp; over &amp; over again!! Now 650k dead &amp; people refusing vaccines!!Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening",2021-06-26 22:01:33,"b"" y'all did it. The media &amp; i mean all of u repeated trumps bullshit over &amp; over &amp; over again!! Now 650k dead &amp; people refusing vaccines!!\n\nOpinion: If athletes won't get vaccine, this College World Series disaster is going to keep happening\n\nhttps://t.co/JGPD0xg870""",0,1,0
"2899","Sad over the outcome, but maybe it will encourage some people to be vaccinated?",2021-06-26 22:00:55,"b'Sad over the outcome, \nbut maybe it will encourage some people \nto be vaccinated?\nhttps://t.co/0apdRaUVC0 @NCStateBaseball'",0,0,0
"2900","how stupid does trying to cancel college football, basketball, baseball, etc.. because of covid. Not a single college athlete died due to covid during the season. But theres already been a death of a collegiate baseball player due to vaccine complications. so scary!!!!!!!!!!!!!",2021-06-26 21:54:11,"b'how stupid does trying to cancel college football, basketball, baseball, etc.. because of covid. Not a single college athlete died due to covid during the season. But theres already been a death of a collegiate baseball player due to vaccine complications. so scary!!!!!!!!!!!!!'",0,0,0
"2901","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1163,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 21:51:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1163,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2902","  Get your vaccine! Why is this so hard? You need a shit ton of vaccines to get into elementary, middle and high school and college and to play sports.so whats the problem here?",2021-06-26 21:50:24,"b'@BarstoolClemson @BarstoolPack Get your vaccine! Why is this so hard? You need a shit ton of vaccines to get into elementary, middle and high school and college and to play sports.so whats the problem here?'",0,1,1
"2903","it seems to me that somebody must have not been vaccinated, cause they became infected. It could not have been easier to get the shot. I got mine at the PNC Arena, which is virtually on campus. Sad Situation.  ",2021-06-26 21:48:17,"b""it seems to me that somebody must have not been vaccinated, 'cause they became infected. It could not have been easier to get the shot. I got mine at the PNC Arena, which is virtually on campus. Sad Situation. @NCStateBaseball \nhttps://t.co/0apdRaUVC0""",0,0,0
"2904","     How many of those 600k deaths were young college athletes? If youre a covid risk dont go to the CWS plain and simple. The vaccine has caused problems even for relatively healthy people.",2021-06-26 21:48:12,"b'@4foolocracy @VolScrambler @kost_lou @NCAACWS @voiceofcohen How many of those 600k deaths were young college athletes? If youre a covid risk dont go to the CWS plain and simple. The vaccine has caused problems even for relatively healthy people.'",0,0,1
"2905","Frankly Karma can be a real Bitch! Am I right Elliott?Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening ",2021-06-26 21:43:15,"b""Frankly Karma can be a real Bitch! Am I right Elliott?\n\nOpinion: If athletes won't get vaccine, this College World Series disaster is going to keep happening https://t.co/sSeLKkpS9u""",1,0,0
"2906","  If the vaccine has been available for months should anyone feel sorry for the NC States baseball team being eliminated from the College World Series for Covid-19 safety protocols?  The vaccine is available in North Carolina, isnt it?",2021-06-26 21:40:12,"b'@VinGuptaMD @WHO If the vaccine has been available for months should anyone feel sorry for the NC States baseball team being eliminated from the College World Series for Covid-19 safety protocols?  The vaccine is available in North Carolina, isnt it?'",0,5,1
"2907","   Seriously?!? Yea, lets vaccinate perfectly healthy college kids with an experimental vaccine thats causing more harm than good!!! AND you still test positive after getting it?!  ",2021-06-26 21:36:46,"b'@GamecockFan032 @NCAACWS @VandyBoys Seriously?!? Yea, lets vaccinate perfectly healthy college kids with an experimental vaccine thats causing more harm than good!!! AND you still test positive after getting it?!  '",0,2,1
"2908","NC State baseballs COVID disaster is no fluke and it will happen again as athletes resist vaccine, writes . ",2021-06-26 21:35:00,"b""NC State baseball's COVID disaster is no fluke and it will happen again as athletes resist vaccine, writes @DanWolken. https://t.co/vf7jUuuBHt""",10,22,0
"2909","  How bad would COVID have been in the US if 40%+ of adults werent obese? But yes, lets punish healthy college athletes for not getting a vaccine that they done need.",2021-06-26 21:33:54,"b'@MattWilladsen @NCAACWS How bad would COVID have been in the US if 40%+ of adults werent obese? But yes, lets punish healthy college athletes for not getting a vaccine that they done need.'",0,0,1
"2910","   Avent: I don\t try to indoctrinate my kids. College administrators: ",2021-06-26 21:22:12,"b'@Sports_FanOnly @MarkPacker @whamboozle Avent: ""I don\'t try to indoctrinate my kids."" College administrators: https://t.co/WHvC3908A1'",0,0,1
"2911"," Why are people who arent sick being tested. Stop testing and covid goes away. A virus so deadly you dont even know you have it. Yes the college kids should get the vaccine and risk heart issues. Brilliant logic from the snowflakes in the comments. Vaccinated can still test +",2021-06-26 21:21:36,"b'@stoolpresidente Why are people who arent sick being tested. Stop testing and covid goes away. A virus so deadly you dont even know you have it. Yes the college kids should get the vaccine and risk heart issues. Brilliant logic from the snowflakes in the comments. Vaccinated can still test +'",0,0,1
"2912","History should reflect that NC State wins the College World Series by default. Their elimination by NCAA is just a flex against teams that do not mandate the vaccine",2021-06-26 21:21:26,"b'History should reflect that NC State wins the College World Series by default. Their elimination by NCAA is just a flex against teams that do not mandate the vaccine'",16,66,0
"2913","Harper College Hosts Vaccine Clinic June 29",2021-06-26 21:16:08,"b'Harper College Hosts Vaccine Clinic June 29\nhttps://t.co/VenlawbAol'",0,0,0
"2914"," What is their education regarding the vaccine? They reside in close quarters; plenty of examples of sports figures getting COVID.  Yes, it is a personal choice, but youre affecting the lives of others. This was a special opportunity to be in the College World Series.",2021-06-26 21:09:26,"b""@GaryParrishCBS What is their education regarding the vaccine? They reside in close quarters; plenty of examples of sports figures getting COVID.  Yes, it is a personal choice, but you're affecting the lives of others. This was a special opportunity to be in the College World Series.""",0,2,1
"2915","The NCAA Division I baseball committee released a vague statement early Saturday that resulted in the elimination of North Carolina State University mens baseball team from the College World Series. ",2021-06-26 20:55:02,"b'The NCAA Division I baseball committee released a vague statement early Saturday that resulted in the elimination of North Carolina State University mens baseball team from the College World Series. https://t.co/7F7LmyVRks'",23,106,0
"2916","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1164,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 20:48:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1164,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",1,0,0
"2917","If vaccinated players truly tested positive, then NC States forfeit is just a footnote to a MUCH larger story. If the vaccine isnt even 100 percent effective for 25 people, what value does it hold for 250 million? #COVID19 ",2021-06-26 20:47:43,"b'If vaccinated players truly tested positive, then NC States forfeit is just a footnote to a MUCH larger story. If the vaccine isnt even 100 percent effective for 25 people, what value does it hold for 250 million? #COVID19 \n\nhttps://t.co/tp5u2kjTxg'",0,1,0
"2918","Im refencing sad because as a coach, you really cant put pressure on the player to get vaccinated. Even though they are putting their teammates at risk. Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happening ",2021-06-26 20:46:49,"b""I'm refencing sad because as a coach, you really can't put pressure on the player to get vaccinated. Even though they are putting their teammates at risk. Opinion: If athletes won't get vaccine, this College World Series disaster is going to keep happening https://t.co/MsDPWKU3fs""",0,0,0
"2919","   Simple get vaccinated. No vaccine, dont play college sports.",2021-06-26 20:44:11,"b'@CoachingRay @DanWolken @USATODAY Simple get vaccinated. No vaccine, dont play college sports.'",0,0,1
"2920","Interesting! Republication lawmakers are not happy with colleges requiring a COVID-19 vaccine for Fall 2021! #bbn #COVID19 #CovidVaccine #college #higheredcovid ",2021-06-26 20:44:02,"b'Interesting! Republication lawmakers are not happy with colleges requiring a COVID-19 vaccine for Fall 2021! #bbn #COVID19 #CovidVaccine #college #higheredcovid https://t.co/8lly9SJEsQ'",3,0,0
"2921","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1165,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 20:43:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1165,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2922","That  season ends because of 1,000% UNNECESSARY COVID TESTING regimen...is tragic.1. College kids ate NOT in danger. At all.2. Anyone afraid can get a vaccine.Stop. Just stop.  #StoptheMadness #FactsMatter #FactsNotFear #COVID19 #VandyBoys ",2021-06-26 20:39:01,"b""That @NCStateBaseball's season ends because of 1,000% UNNECESSARY COVID TESTING regimen...is tragic.\n\n1. College kids ate NOT in danger. At all.\n2. Anyone afraid can get a vaccine.\n\nStop. Just stop. @NCAACWS\n@NCAA \n#StoptheMadness #FactsMatter #FactsNotFear #COVID19 #VandyBoys https://t.co/lX0UET6jaP""",0,1,0
"2923","Opinion: If athletes won\t get the vaccine, this College World Series disaster is going to keep happening Dan Wolken, USA Today ",2021-06-26 20:31:27,"b'Opinion: ""If athletes won\'t get the vaccine, this College World Series disaster is going to keep happening"" Dan Wolken, USA Today https://t.co/kK6GAZb85u This is a good read. What do you think? #adultbaseball #mensbaseball #msbl #seniorbaseball #localbaseballleagues https://t.co/w0ZcGDRRkH'",0,0,0
"2924","If you wanna talk politics you can talk to the head of sports medicine so is your head of sports medicine really well versed in politics or are you admitting that the vaccine has fuck all to do with politics? ",2021-06-26 20:27:07,"b'If you wanna talk politics you can talk to the head of sports medicine so is your head of sports medicine really well versed in politics or are you admitting that the vaccine has fuck all to do with politics? https://t.co/KhqRKU5Va9'",0,0,0
"2925","I love my college so much. Even with vaccine mandate they just created a lottery for students/faculty who are vaccinated. For the students theyre offering one year free tuition and one year free room/board for residents, among other prizes.",2021-06-26 20:22:20,"b""I love my college so much. Even with vaccine mandate they just created a lottery for students/faculty who are vaccinated. For the students they're offering one year free tuition and one year free room/board for residents, among other prizes.""",1,13,0
"2926","      Since March 2020 he has been leading the Royal College of Paediatrics and Child Health review of published evidence regarding COVID-19 in children, as well as working as senior fellow on a number of phase I  III COVID-19 vaccine candidate clinical trials...",2021-06-26 20:18:17,"b'@Loretta_Torrago @dgurdasani1 @SarahDRasmussen @chrischirp @kprather88 @jneill Since March 2020 he has been leading the Royal College of Paediatrics and Child Health review of published evidence regarding COVID-19 in children, as well as working as senior fellow on a number of phase I  III COVID-19 vaccine candidate clinical trials...'",1,13,1
"2927","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1166,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 20:18:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1166,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2928","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1167,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 20:13:16,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1167,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2929","* NC State has been ruled out of the College World Series due to Covid-19 protocols, advancing Vanderbilt to the finalsCNN International * Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happeningUSA TODAY ",2021-06-26 20:12:38,"b""* NC State has been ruled out of the College World Series due to Covid-19 protocols, advancing Vanderbilt to the finalsCNN International * Opinion: If athletes won't get vaccine, this College World Series disaster is going to keep happeningUSA TODAY https://t.co/TtQ3Gnfg5O""",0,0,0
"2930","So college is making it mandatory that you gotta take the vaccine hmmmmm",2021-06-26 20:08:53,"b'So college is making it mandatory that you gotta take the vaccine hmmmmm'",28,214,0
"2931"," The data is clear. 50 times more likely to die from the vaccine than from COVID for college aged kids",2021-06-26 20:08:43,"b'@erbloom The data is clear. 50 times more likely to die from the vaccine than from COVID for college aged kids'",0,4,1
"2932","How fucking stupid do you have to be not to take the vaccine you could have been national champs but instead you chose to listen to Fox News and Donald Trump two liarsN.C. State out of College World Series because of Covid-19 issues, NCAA says ",2021-06-26 20:04:59,"b'How fucking stupid do you have to be not to take the vaccine you could have been national champs but instead you chose to listen to Fox News and Donald Trump two liars""N.C. State out of College World Series because of Covid-19 issues, NCAA says"" https://t.co/yf7Lfzfw5U'",1,1,0
"2933","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1168,479,495,1449,Dose2 Capacity: 97,397,479,99,Dates Available: 28-06-2021,29-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-26 19:58:36,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1168,479,495,1449,\nDose2 Capacity: 97,397,479,99,\nDates Available: 28-06-2021,29-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"2934"," Shame on all of you. Im for vaccination but its hypocritical to allow a full crowd of paying fans while preventing the kids from playing when its known that theres heart conditions associated in young college-aged males with adverse reactions from the vaccine. #LetThemPlay",2021-06-26 19:56:12,"b'@NCAACWS Shame on all of you. Im for vaccination but its hypocritical to allow a full crowd of paying fans while preventing the kids from playing when its known that theres heart conditions associated in young college-aged males with adverse reactions from the vaccine. #LetThemPlay'",0,2,1
"2935","  And they dont force that at college campuses now do they? Or youll lose your education? When do they offer free marijuana just for taking those meds? One example... The promotion for this vaccine has gotten WAAAAAAY out if hand and we all know it.",2021-06-26 19:54:22,"b""@thejasonmarino @charliekirk11 And they don't force that at college campuses now do they? Or you'll lose your education? When do they offer free marijuana just for taking those meds? One example... The promotion for this vaccine has gotten WAAAAAAY out if hand and we all know it.""",0,5,1
"2936","  Im glad my sons college is requiring the vaccine",2021-06-26 19:47:30,"b'@MediaLawProf @DevinCow Im glad my sons college is requiring the vaccine'",0,6,1
"2937","Sorry, no sympathy for NCSUs elimination from NCAA baseball tourney: Coach Avent wouldnt say whether he was vaccinated or if he encouraged his players to avoid or take the vaccine that could have protected them from such a situation.Read more here: ",2021-06-26 19:45:57,"b""Sorry, no sympathy for NCSU's elimination from NCAA baseball tourney: Coach Avent wouldnt say whether he was vaccinated or if he encouraged his players to avoid or take the vaccine that could have protected them from such a situation.\n\nRead more here: https://t.co/XZlimVZCMs""",1,8,0
